Carpet Area,BHK,House Type,Furnishing,Address,Price
811 sqft,1,Apartment,Furnished,Palanpur Surat,"₹
25 Lac"
138 sqyrd,4,House,Semi-Furnished,Adajan Surat,"₹
1.35 Cr"
1600 sqft,3,House,Unfurnished,Dindoli Surat,"₹
70 Lac"
990 sqft,3,House,Unfurnished,Mota Varachha Surat,"₹
85 Lac"
1405 sqft,2,Apartment,Furnished,Adajan Surat,"₹
45 Lac"
551 sqft,1,Apartment,Semi-Furnished,Gopi Pura Surat,"₹
14.5 Lac"
1300 sqft,2,Apartment,Semi-Furnished,Pal Surat,"₹
45 Lac"
386 sqft,1,Apartment,Unfurnished,"Green Tulip, Jahangirabad Surat","₹
25 Lac"
713 sqft,2,Apartment,Unfurnished,"Orchid Fantasia, Palanpur Surat","₹
44 Lac"
960 sqft,2,Apartment,Furnished,Katar Gam Surat,"₹
25 Lac"
1851 sqft,3,Apartment,Unfurnished,"Coral Heights, Vesu Canal Road Surat","₹
74 Lac"
1200 sqft,3,Apartment,Furnished,Palanpur Surat,"₹
35 Lac"
1525 sqft,3,Apartment,Semi-Furnished,Vesu Surat,"₹
65 Lac"
1075 sqft,2,Apartment,Semi-Furnished,Dahin Nagar Surat,"₹
30 Lac"
585 sqft,1,Apartment,Semi-Furnished,Adajan Surat,"₹
18 Lac"
1740 sqft,3,Apartment,Unfurnished,Vesu Surat,"₹
78 Lac"
540 sqft,1,Apartment,Unfurnished,"Vesu Point, Vesu Surat","₹
17 Lac"
1173 sqft,2,Apartment,Unfurnished,"Santvan Skyon, Palanpur Surat","₹
47 Lac"
1500 sqft,3,House,Furnished,Adajan Surat,"₹
1.70 Cr"
1700 sqft,3,Apartment,Furnished,Citylight Area Surat,"₹
75 Lac"
315 sqft,3,House,Unfurnished,Kamrej Surat,"₹
35 Lac"
800 sqft,2,N/A,Unfurnished,Varachha Surat,"₹
10.5 Lac"
1425 sqft,3,Apartment,Furnished,Parley Point Surat,"₹
90 Lac"
670 sqft,2,Apartment,Unfurnished,"Samarth Park, Adajan Surat","₹
33 Lac"
1200 sqft,3,Villa,Semi-Furnished,Vesu Surat,"₹
2.30 Cr"
4500 sqft,3,Apartment,Unfurnished,"Valencia Apartments, Vesu Surat","₹
2.60 Cr"
1165 sqft,2,Apartment,N/A,pavitra residency Surat,"₹
31.5 Lac"
1365 sqft,2,Apartment,Unfurnished,"Raghuvir Spalex, Vesu Surat","₹
68.3 Lac"
796 sqft,2,Apartment,Furnished,"Nest Wood, Althan Surat","₹
54 Lac"
730 sqft,1,Apartment,Unfurnished,"Omkar Residency, Palan Pur Patiya Surat","₹
23 Lac"
983 sqft,2,Apartment,Semi-Furnished,"Savani Prayosha Dream, Dindoli Surat","₹
29 Lac"
432 sqft,3,House,Furnished,42 smit row house opp silicon flat parvat gam surat Surat,"₹
50 Lac"
2400 sqft,5,Apartment,Unfurnished,"Aagam Paramount, Vesu Surat","₹
2.51 Cr"
1150 sqft,3,Apartment,Furnished,"Siddhi Residency, Pal Gam Surat","₹
78 Lac"
1912 sqft,5,Villa,Unfurnished,"Green Valley, Adajan Surat","₹
1.80 Cr"
1150 sqft,2,Apartment,Unfurnished,"Green Valley, Adajan Surat","₹
39 Lac"
440 sqft,1,House,Unfurnished,Velanja Surat,"₹
11 Lac"
750 sqft,1,N/A,Semi-Furnished,Kim Surat,"₹
6 Lac"
600 sqft,2,Apartment,Furnished,"Aditya Vrundavan Heights, Dindoli Surat","₹
30 Lac"
1417 sqft,3,Apartment,Furnished,"Navpad Apartment, Adajan Surat","₹
95 Lac"
576 sqft,2,House,Semi-Furnished,Amroli Surat,"₹
35 Lac"
450 sqft,1,Apartment,Unfurnished,Adajan Surat,"₹
16 Lac"
1193 sqft,2,Apartment,Semi-Furnished,Nana Varachha Surat,"₹
41 Lac"
1160 sqft,2,Apartment,Unfurnished,"Shree Sumukh Residency, Dindoli Surat","₹
28 Lac"
1228 sqft,2,Apartment,Semi-Furnished,"Shagun Residency, Jahangir Pura Surat","₹
35 Lac"
2800 sqft,5,Villa,Unfurnished,Jahangir Pura Surat,"₹
1.20 Cr"
1184 sqft,2,Apartment,Unfurnished,Jahangir Pura Surat,"₹
32 Lac"
4730 sqft,5,Apartment,Unfurnished,"Aagam Paramount, Vesu Surat","₹
2.50 Cr"
1433 sqft,3,Apartment,Furnished,"Suryam Square, Palanpur Surat","₹
70 Lac"
1630 sqft,3,House,Unfurnished,Althan Surat,"₹
68 Lac"
1100 sqft,2,Apartment,Furnished,Adajan Surat,"₹
36 Lac"
104 sqyrd,4,House,Semi-Furnished,Adajan Surat,"₹
1.20 Cr"
3100 sqft,8,House,Semi-Furnished,Adajan Surat,"₹
1.25 Cr"
650 sqft,1,Apartment,Semi-Furnished,Bhatar Surat,"₹
22 Lac"
1771 sqft,3,Apartment,Furnished,"Nandini 3, Vesu Surat","₹
87 Lac"
85 sqyrd,4,House,Semi-Furnished,Adajan Surat,"₹
1.33 Cr"
1250 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
39 Lac"
900 sqft,3,Apartment,Semi-Furnished,Muktanand Nagar Surat,"₹
32 Lac"
1800 sqft,3,Apartment,Semi-Furnished,"Rajlaxmi Apartment, Citylight Area Surat","₹
65 Lac"
350 sqft,1,Apartment,Unfurnished,"Majura Gate Surat, Majura Gate Surat","₹
10 Lac"
1840 sqft,4,House,Furnished,VIP Road Surat,"₹
1.25 Cr"
1755 sqft,5,House,Unfurnished,Parvat Patiya Surat,"₹
70 Lac"
432 sqft,1,House,Unfurnished,Sayan Surat,"₹
10 Lac"
2286 sqft,3,Apartment,Unfurnished,"Sartha Amora, Vesu Surat","₹
1 Cr"
1700 sqft,3,Apartment,Unfurnished,"Jolly Residency, Vesu Surat","₹
66 Lac"
2250 sqft,3,Apartment,Unfurnished,"Raghuvir Spectrum, Vesu Surat","₹
1.60 Cr"
648 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
29.5 Lac"
600 sqft,1,Apartment,Unfurnished,"Shivam Apartment , Athwa Surat","₹
16 Lac"
562 sqft,2,Apartment,Semi-Furnished,Kamrej Surat,"₹
21 Lac"
1700 sqft,3,Apartment,Unfurnished,"Green City, Pal Surat","₹
55 Lac"
1120 sqft,2,Apartment,Semi-Furnished,Adajan Surat,"₹
42 Lac"
888 sqft,2,Apartment,Semi-Furnished,Bhatar Surat,"₹
30 Lac"
1200 sqft,2,N/A,Unfurnished,Adajan Surat,"₹
35 Lac"
1067 sqft,2,House,Furnished,Adajan Surat,"₹
40 Lac"
690 sqft,1,Apartment,Unfurnished,Ghod Dod Road Surat,"₹
24 Lac"
1860 sqft,3,Apartment,Furnished,"Samarth Enclave, Vesu Surat","₹
90 Lac"
850 sqft,2,Apartment,Semi-Furnished,Sonifaliya Surat,"₹
22 Lac"
3513 sqft,4,Apartment,Unfurnished,Vesu Surat,"₹
2.47 Cr"
1440 sqft,3,Apartment,Unfurnished,Vesu Surat,"₹
70 Lac"
2525 sqft,3,Apartment,Unfurnished,"Pramukh Revanta, Vesu Surat","₹
1.30 Cr"
1100 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
35 Lac"
900 sqft,2,Apartment,Semi-Furnished,New citylight Surat,"₹
27 Lac"
970 sqft,3,Apartment,Unfurnished,Vesu Surat,"₹
82 Lac"
910 sqft,2,Apartment,Furnished,Udhna Surat,"₹
25 Lac"
2200 sqft,4,Apartment,Semi-Furnished,Vesu Surat,"₹
1.11 Cr"
2121 sqft,3,Apartment,Furnished,Adajan Surat,"₹
90 Lac"
1600 sqft,3,Apartment,Semi-Furnished,"Kalpavruksha Garden, Pal Gam Surat","₹
56 Lac"
1100 sqft,2,Apartment,Semi-Furnished,Chauta Bazar Surat,Call for Price
1175 sqft,3,Apartment,Unfurnished,"Raj Abhishek City Homes, Sachin Surat",Call for Price
550 sqft,1,Apartment,Semi-Furnished,Udhna Surat,Call for Price
1109 sqft,2,Apartment,Unfurnished,Amroli Surat,Call for Price
876 sqft,1,Apartment,Furnished,Udhna Surat,Call for Price
800 sqft,2,Apartment,Semi-Furnished,"Happy Home Residency, Vesu Surat",Call for Price
750 sqft,1,Apartment,Semi-Furnished,"Shiv Residency, Vesu Canal Road Surat",Call for Price
368 sqft,1,Apartment,Unfurnished,Amroli Surat,Call for Price
924 sqft,2,Villa,Semi-Furnished,Bhatar Road Surat,Call for Price
1050 sqft,2,Apartment,Unfurnished,Parley Point Surat,Call for Price
780 sqft,1,Apartment,Semi-Furnished,Bhimrad Surat,Call for Price
980 sqft,2,Apartment,Unfurnished,Sarsana Surat,Call for Price
1400 sqft,3,Apartment,Unfurnished,Sachin Surat,Call for Price
1230 sqft,2,Apartment,Semi-Furnished,Vatsalya Avenue Surat,Call for Price
850 sqft,2,Apartment,Semi-Furnished,Amroli Surat,Call for Price
600 sqft,1,Apartment,Furnished,Katargam Darwaja Surat,Call for Price
640 sqft,1,Apartment,Unfurnished,Dindoli Surat,Call for Price
1000 sqft,2,Apartment,Unfurnished,Amroli Surat,Call for Price
716 sqft,1,Apartment,N/A,Kosad Surat,Call for Price
1102 sqft,2,Apartment,N/A,Kosad Surat,Call for Price
845 sqft,2,Apartment,N/A,Saniya Kande Surat,Call for Price
1060 sqft,1,Apartment,Furnished,Adajan Surat,Call for Price
625 sqft,1,Apartment,Unfurnished,Surat Surat,Call for Price
1730 sqft,3,Apartment,Semi-Furnished,Pasodara Surat,Call for Price
660 sqft,1,Apartment,Unfurnished,Bhatha Surat,Call for Price
380 sqft,1,Apartment,Semi-Furnished,"Suman Niwas EWS 16, Mota Varachha Surat",Call for Price
682 sqft,2,Apartment,Unfurnished,Kadodara Surat,Call for Price
1056 sqft,2,Apartment,Unfurnished,Laskana Surat,Call for Price
500 sqft,1,Apartment,Unfurnished,Dabholi Surat,Call for Price
1200 sqft,2,Apartment,Furnished,"Shiv Samarth II, Pal Surat",Call for Price
1050 sqft,1,Apartment,Unfurnished,"Gopin Bunglows, Katargam Surat",Call for Price
1100 sqft,2,Apartment,Furnished,Nan Pura Surat,Call for Price
1000 sqft,2,Apartment,Semi-Furnished,"Bhestangam, Surat Surat",Call for Price
892 sqft,3,Apartment,Semi-Furnished,"MD Om Township III, Pasodara Surat",Call for Price
3895 sqft,4,Apartment,Unfurnished,"DMD Signus, Vesu Surat",Call for Price
396 sqft,1,Apartment,Semi-Furnished,Sayan Surat,Call for Price
950 sqft,2,Apartment,Unfurnished,Parvat Patia Surat,Call for Price
765 sqft,1,Apartment,Unfurnished,Palan Pur Patiya Surat,Call for Price
1037 sqft,2,Apartment,Semi-Furnished,Devadh Surat,Call for Price
750 sqft,2,Apartment,Unfurnished,pratham residency Surat,Call for Price
1000 sqft,2,Apartment,Furnished,Kadodara Surat,Call for Price
450 sqft,1,Apartment,Unfurnished,shiv chaya society vedroad Surat,Call for Price
567 sqft,1,Apartment,Semi-Furnished,Ambica Niketan Surat,Call for Price
750 sqft,2,Apartment,Unfurnished,Star Galaxy Amroli Surat,Call for Price
775 sqft,1,Apartment,Unfurnished,Kamrej Surat,Call for Price
500 sqft,1,Apartment,Semi-Furnished,Kosamba Surat,Call for Price
729 sqft,2,Apartment,Semi-Furnished,"Navsarjan Appartment, Kailash Nagar Surat",Call for Price
700 sqft,1,Apartment,Semi-Furnished,JAIN Surat,Call for Price
600 sqft,1,Apartment,Unfurnished,Bhatha Surat,Call for Price
1688 sqft,3,Apartment,Semi-Furnished,Adajan Surat,Call for Price
611 sqft,1,Apartment,Unfurnished,"Man Sarovar Residency and Plaza, Kamrej Surat",Call for Price
3200 sqft,2,Apartment,Unfurnished,Sarthana jakatnaka gadhpur road. Surat,Call for Price
500 sqft,1,Apartment,Unfurnished,Palanpur Jakatnaka Surat,Call for Price
1200 sqft,3,Apartment,Semi-Furnished,"Nova Complex, Udhna Surat",Call for Price
958 sqft,2,Apartment,Semi-Furnished,Kodiyar Nagar Surat,Call for Price
750 sqft,2,Apartment,Semi-Furnished,Dhanalaxmi complex Surat,Call for Price
700 sqft,1,Apartment,N/A,"Suman Sarita, Behind Valentine Theater vesu Surat",Call for Price
12 sqft,4,Apartment,Semi-Furnished,"Green City, Bhatha Surat",Call for Price
500 sqft,1,Apartment,Unfurnished,Udhana Surat,Call for Price
600 sqft,1,Apartment,Unfurnished,Dindoli Surat,Call for Price
1250 sqft,1,Apartment,Unfurnished,Hazira Road Surat,Call for Price
750 sqft,2,Apartment,Unfurnished,Amroli Surat,Call for Price
1245 sqft,2,Apartment,Semi-Furnished,Udhana dindoli Surat,Call for Price
807 sqft,2,Apartment,Unfurnished,Kamrej Surat,Call for Price
500 sqft,1,Apartment,Unfurnished,Kadodara Surat,Call for Price
427 sqft,1,Apartment,Unfurnished,dharmanandan apartment Surat,Call for Price
630 sqft,1,Apartment,N/A,Gokuldham residence kansad road Sachin Surat,Call for Price
800 sqft,2,Apartment,Semi-Furnished,"Aagam Navkar, Sachin Surat",Call for Price
1151 sqft,2,Apartment,Unfurnished,Ichhapore Surat,Call for Price
960 sqft,2,Apartment,Unfurnished,Gopi Pura Surat,Call for Price
500 sqft,1,Apartment,Unfurnished,Sima Nagar Surat,Call for Price
400 sqft,1,Apartment,Unfurnished,Godadara Surat,Call for Price
700 sqft,1,Apartment,Semi-Furnished,Katargam Surat,Call for Price
750 sqft,2,Apartment,Unfurnished,Amroli Surat,Call for Price
250 sqft,1,Apartment,Semi-Furnished,any Surat,Call for Price
1150 sqft,2,Apartment,Unfurnished,Akash Prithvi Appartment Surat,Call for Price
1250 sqft,2,Apartment,Furnished,Nanpura Surat,Call for Price
900 sqft,2,Apartment,Unfurnished,Amroli Surat,Call for Price
480 sqft,1,Apartment,Unfurnished,Kamrej 1 Surat,Call for Price
750 sqft,1,Apartment,Semi-Furnished,"Nova Complex, Udhna Surat",Call for Price
725 sqft,1,Apartment,Unfurnished,Varachha Surat,Call for Price
650 sqft,1,Apartment,Semi-Furnished,"Varachha, Surat Surat",Call for Price
1200 sqft,2,Apartment,Furnished,Kamrej Surat,Call for Price
650 sqft,1,Apartment,Semi-Furnished,Udhna Surat,Call for Price
845 sqft,1,Apartment,Semi-Furnished,Udhna Surat,Call for Price
925 sqft,2,Apartment,N/A,Dindoli Surat,Call for Price
700 sqft,1,Apartment,Semi-Furnished,"Sweet Home, Amroli Surat",Call for Price
650 sqft,1,Apartment,Unfurnished,Katar Gam Surat,Call for Price
500 sqft,1,Apartment,Unfurnished,Palan Pur Patiya Surat,Call for Price
880 sqft,2,Apartment,Semi-Furnished,Sonifaliya Surat,Call for Price
680 sqft,1,Apartment,Semi-Furnished,Nansad Surat,Call for Price
350 sqft,1,Apartment,Unfurnished,Velanja Surat,Call for Price
1095 sqft,2,Apartment,Semi-Furnished,Saniya Hemad Surat,Call for Price
735 sqft,1,Apartment,Furnished,Nancy residency Surat,Call for Price
1040 sqft,2,Apartment,Semi-Furnished,Mayut Flats Surat,Call for Price
500 sqft,1,Apartment,Unfurnished,Amroli Surat,Call for Price
450 sqft,1,Apartment,Unfurnished,Olpad Surat,Call for Price
825 sqft,1,Apartment,Unfurnished,"True Reality Shree Umiya Residency, Udhna Surat",Call for Price
650 sqft,4,House,Semi-Furnished,Kamrej Road Surat,Call for Price
635 sqft,1,Apartment,Furnished,Kailash Nagar Surat,Call for Price
1000 sqft,2,Apartment,Unfurnished,Dina park apartments Surat,Call for Price
1050 sqft,2,Apartment,Unfurnished,NavYug College Surat,Call for Price
1010 sqft,2,Apartment,Semi-Furnished,Bhestan Surat,Call for Price
800 sqft,1,Apartment,Semi-Furnished,Mahidhar Pur Surat,Call for Price
650 sqft,1,Apartment,Unfurnished,NavYug College Surat,Call for Price
550 sqft,1,Apartment,Unfurnished,Umang Sachin Surat,Call for Price
765 sqft,2,Apartment,Semi-Furnished,"Suryarath Apartment, Adajan Patiya Surat",Call for Price
650 sqft,1,Apartment,Furnished,shreenathji complex olpad surat Surat,Call for Price
1200 sqft,2,Apartment,Furnished,Gopi Pura Surat,Call for Price
928 sqft,2,Apartment,Unfurnished,Kamrej Surat,Call for Price
840 sqft,1,Apartment,Semi-Furnished,"Abhava , devnandan residency, b-402 Surat",Call for Price
703 sqft,1,Apartment,Unfurnished,Kamrej Surat,Call for Price
1166 sqft,2,Apartment,Semi-Furnished,Jahangir Pura Surat,Call for Price
721 sqft,2,Apartment,Unfurnished,Bamroli Surat,Call for Price
600 sqft,1,Apartment,Unfurnished,Palanpur Jakatnaka Surat,Call for Price
1186 sqft,2,Apartment,N/A,"Ambika Heaven, Dindoli Surat",Call for Price
1065 sqft,2,Apartment,Semi-Furnished,Devadh Surat,Call for Price
1000 sqft,2,Apartment,Semi-Furnished,Gopi Pura Surat,Call for Price
1190 sqft,2,Apartment,Unfurnished,L P Savani Surat,Call for Price
800 sqft,3,Apartment,Unfurnished,Vesu Surat,Call for Price
1150 sqft,3,Apartment,Unfurnished,Bhatar Road Surat,Call for Price
700 sqft,1,Apartment,Furnished,Kailash nagar majuragate Surat,Call for Price
605 sqft,1,Apartment,Unfurnished,Kamrej Surat,Call for Price
336 sqft,1,Apartment,Semi-Furnished,"Pandesara, Surat Surat",Call for Price
1550 sqft,2,Apartment,Semi-Furnished,dhobi street hari pura near bhavani wad Surat,Call for Price
1200 sqft,2,Apartment,N/A,Amroli Surat,Call for Price
700 sqft,1,Apartment,Furnished,Palanpur Jakatnaka Surat,Call for Price
650 sqft,1,Apartment,Semi-Furnished,Katargam Surat,Call for Price
750 sqft,1,Apartment,Unfurnished,Keshav park Surat,Call for Price
1000 sqft,2,Apartment,Unfurnished,Kamrej Char Rasta Surat,Call for Price
2800 sqft,4,N/A,Furnished,New citylight Surat,Call for Price
350 sqft,1,Apartment,Unfurnished,"Santok residency, Dindoli Surat",Call for Price
975 sqft,2,Apartment,Unfurnished,Utran Surat,Call for Price
1000 sqft,2,Apartment,Unfurnished,Udhna Surat,Call for Price
2050 sqft,3,Apartment,Furnished,Ghod Dod Road Surat,Call for Price
1000 sqft,2,Apartment,Semi-Furnished,Surat,Call for Price
5400 sqft,4,Apartment,N/A,"The Polaris Avenue, Vesu Surat",Call for Price
1150 sqft,2,Apartment,N/A,"Katargam, Surat Surat",Call for Price
650 sqft,2,Apartment,Semi-Furnished,Varachha Main Road Surat,Call for Price
