Carpet Area,BHK,House Type,Furnishing,Address,Price
200 sqyrd,10,House,N/A,Dumas Road Surat,"₹
2.30 Cr"
1000 sqft,1,Apartment,Unfurnished,Raghunathpura Surat,"₹
35 Lac"
730 sqft,2,Apartment,Semi-Furnished,Bardoli Surat,"₹
24 Lac"
216 sqyrd,5,House,Semi-Furnished,Pal Surat,"₹
90 Lac"
1050 sqft,2,Apartment,Semi-Furnished,"Parishram Park, Jahangirabad Surat","₹
38 Lac"
648 sqft,2,Apartment,Furnished,"Madhav Elegance, Jahangir Pura Surat","₹
51 Lac"
1120 sqft,2,Apartment,Furnished,"Nilkanth Seven Homes, Dindoli Surat","₹
36.5 Lac"
200 sqyrd,7,House,Furnished,Himant Nagar Chowkdi Surat,"₹
81 Lac"
900 sqft,2,House,Unfurnished,Olpad Surat,"₹
19 Lac"
3 sqft,1,Apartment,Unfurnished,suman ashish Surat,"₹
12 Lac"
640 sqft,1,Apartment,Semi-Furnished,astha recydancy Pandesara Surat,"₹
17.5 Lac"
1750 sqft,3,Apartment,Semi-Furnished,"Green residency, honeypark Surat","₹
90 Lac"
1800 sqft,4,House,N/A,Kamrej Surat,"₹
52 Lac"
800 sqft,2,Apartment,Furnished,near gurudwara Surat,"₹
46 Lac"
950 sqft,3,Apartment,Unfurnished,"Pratishatha Apartment, Piplod Surat","₹
60 Lac"
3500 sqft,4,Apartment,Furnished,Bhatar Surat,"₹
1.18 Cr"
1450 sqft,3,Apartment,Furnished,Adajan Surat,"₹
54 Lac"
1260 sqft,3,House,Semi-Furnished,Parvat Patiya Surat,"₹
71 Lac"
185 sqyrd,2,House,Unfurnished,Jahangir Pura Surat,"₹
1.50 Cr"
1550 sqft,3,Apartment,Furnished,Kailash Nagar Surat,"₹
65 Lac"
1047 sqft,3,Apartment,Unfurnished,Adajan Surat,"₹
64.4 Lac"
1000 sqft,2,House,Furnished,Parvat Gam Surat,"₹
49 Lac"
1050 sqft,3,Apartment,Semi-Furnished,Amroli Surat,"₹
42 Lac"
800 sqft,2,House,Semi-Furnished,Bhesan Surat,"₹
25 Lac"
1595 sqft,3,Apartment,Semi-Furnished,"Shrungar Residency, Vesu Surat","₹
80 Lac"
4590 sqft,3,House,Furnished,Althan Surat,"₹
2.25 Cr"
465 sqft,1,Apartment,Semi-Furnished,Amroli Surat,"₹
14.5 Lac"
900 sqft,2,Apartment,Unfurnished,Ghod Dod Road Surat,"₹
55 Lac"
192 sqyrd,2,House,Unfurnished,Salabatura Surat,"₹
15 Lac"
800 sqft,3,House,Unfurnished,Ichhapore Surat,"₹
40 Lac"
1100 sqft,2,Apartment,Unfurnished,Vesu Surat,"₹
52 Lac"
480 sqft,1,House,Unfurnished,Kamrej Surat,"₹
12 Lac"
2200 sqft,3,House,Unfurnished,Navapura Surat,"₹
30 Lac"
1512 sqft,3,House,Semi-Furnished,"Shivom Nagar Societ, Rander, Surat Surat","₹
60 Lac"
490 sqft,1,House,Unfurnished,Dabholi Surat,"₹
50 Lac"
1018 sqft,2,N/A,Furnished,Nana Varachha Surat,"₹
40 Lac"
1300 sqft,2,Apartment,Furnished,Sagrampura Surat,"₹
35 Lac"
2970 sqft,4,House,Unfurnished,Dabholi Surat,"₹
1.10 Cr"
310 sqyrd,9,Villa,Furnished,Adajan Surat,"₹
4.25 Cr"
1400 sqft,9,House,Semi-Furnished,Limbayat Surat,"₹
60 Lac"
2000 sqft,4,House,Semi-Furnished,Ramnagar Surat,"₹
15 Lac"
1110 sqft,2,N/A,Furnished,Bhatha Surat,"₹
43 Lac"
2277 sqft,3,Apartment,Unfurnished,Mota Varachha Surat,"₹
1.10 Cr"
720 sqft,3,House,Semi-Furnished,Sachin Surat,"₹
18 Lac"
1000 sqft,2,House,Unfurnished,Masma Village Surat,"₹
24 Lac"
960 sqft,2,N/A,Semi-Furnished,Adajan Surat,"₹
26 Lac"
550 sqft,2,House,Unfurnished,Rangoli Chokdi Surat,"₹
12.5 Lac"
2759 sqft,3,Apartment,Furnished,"Green City Gold, Pal Surat","₹
1.40 Cr"
550 sqft,1,Apartment,Unfurnished,Katar Gam Surat,"₹
20 Lac"
600 sqft,1,Villa,Unfurnished,Sayan Surat,"₹
16 Lac"
935 sqft,3,Apartment,Furnished,"Shreepad Celebrations, Palanpur Gam Surat","₹
95 Lac"
605 sqft,1,Apartment,Unfurnished,Ram Pura Surat,"₹
16.3 Lac"
600 sqft,3,Villa,Unfurnished,Dandi Road Surat,"₹
50 Lac"
1057 sqft,3,Apartment,Unfurnished,sunshine residency Surat,"₹
65 Lac"
1000 sqft,2,Apartment,Unfurnished,Kailash Nagar Surat,"₹
35 Lac"
680 sqft,2,Apartment,Semi-Furnished,Sardar Complex behind Sarswati School Surat,"₹
23 Lac"
1440 sqft,3,Villa,Furnished,Narthan Surat,"₹
90 Lac"
2300 sqft,4,House,Semi-Furnished,Parvat Patiya Surat,"₹
88 Lac"
950 sqft,2,Apartment,Semi-Furnished,Bhumi complex Surat,"₹
30 Lac"
1200 sqft,2,Apartment,Furnished,Kailash Nagar Surat,"₹
42 Lac"
12 sqft,2,N/A,Furnished,"Gruham Luxuria, Masma Village Surat","₹
27.5 Lac"
2100 sqft,4,Apartment,Furnished,"Rameshwaram Devbhoomi, Vesu Surat","₹
2.70 Cr"
2000 sqft,4,Apartment,Semi-Furnished,"City Park, Athwa Surat","₹
90 Lac"
1300 sqft,2,Apartment,Unfurnished,"Stylome Heights, Shakti Nagar Surat","₹
58 Lac"
1520 sqft,3,Apartment,Semi-Furnished,Vesu Someswar Char Rasta Surat,"₹
69 Lac"
612 sqft,1,House,Semi-Furnished,Kamrej Surat,"₹
30 Lac"
1080 sqft,2,Apartment,Unfurnished,Bhatar Road Surat,"₹
35 Lac"
1255 sqft,2,Apartment,Unfurnished,SURYAM SKY Surat,"₹
42 Lac"
680 sqft,2,Apartment,Furnished,Sarthana Jakat Naka Surat,"₹
42 Lac"
1433 sqft,3,Apartment,Furnished,"Suryam Square, Palanpur Surat","₹
70 Lac"
990 sqft,2,House,Unfurnished,Olpad Surat,"₹
29.5 Lac"
700 sqft,2,Apartment,Unfurnished,Palanpur Surat,"₹
42 Lac"
1600 sqft,3,Apartment,Unfurnished,Jahangirabad Surat,"₹
30 Lac"
595 sqft,2,Apartment,Unfurnished,"Takshashila Heights Phase 1 A and B Building, Dindoli Surat","₹
31 Lac"
622 sqft,2,Apartment,Semi-Furnished,"SHRUNGHAL HOMES, Althan Surat","₹
49 Lac"
1505 sqft,3,Apartment,Furnished,"Green City, Pal Surat","₹
65 Lac"
530 sqft,1,Apartment,Unfurnished,Ring Road Surat,"₹
30 Lac"
1680 sqft,3,Apartment,Furnished,Surat,"₹
1.10 Cr"
720 sqft,2,House,Unfurnished,Katargam Surat,"₹
18 Lac"
2000 sqft,4,House,Furnished,Palanpur Jakatnaka Surat,"₹
95 Lac"
900 sqft,2,House,Semi-Furnished,Ichchhapor Surat,"₹
45 Lac"
1500 sqft,3,N/A,Furnished,near raj world Surat,"₹
81 Lac"
850 sqft,2,N/A,Unfurnished,Nan Pura Surat,"₹
27 Lac"
1250 sqft,2,Apartment,Unfurnished,Parvat Patiya Surat,"₹
35 Lac"
525 sqft,1,N/A,Unfurnished,Adajan Surat,"₹
22 Lac"
1252 sqft,2,Apartment,Unfurnished,"Shyam enclave, Jahangirabad Surat","₹
39 Lac"
2160 sqft,3,Apartment,Semi-Furnished,"Western Veerbhadra Heights, Dumas Road Surat","₹
1.21 Cr"
900 sqft,2,Apartment,Furnished,Parvat Patiya Surat,"₹
25 Lac"
80 sqyrd,2,House,Unfurnished,Olpad Surat,"₹
15 Lac"
1200 sqft,2,House,Unfurnished,Kamrej Surat,"₹
35 Lac"
1312 sqft,2,Apartment,Furnished,Citylight Area Surat,"₹
51 Lac"
648 sqft,3,House,Semi-Furnished,Mota Varachha Surat,"₹
67 Lac"
1150 sqft,2,Apartment,Furnished,Luv Kush Appartment Surat,"₹
33.5 Lac"
3500 sqft,5,House,Semi-Furnished,"Balaji Road, surat Surat","₹
1.35 Cr"
700 sqft,2,Apartment,Semi-Furnished,Nanpura Surat,"₹
70 Lac"
550 sqft,1,N/A,Unfurnished,Amroli Surat,"₹
11 Lac"
3000 sqft,3,House,Furnished,Adajan Surat,"₹
2 Cr"
850 sqft,2,Apartment,Unfurnished,Vaidhai hites Surat,"₹
30 Lac"
106 sqyrd,2,House,Semi-Furnished,"Gruham Luxuria, Masma Village Surat","₹
36 Lac"
900 sqft,2,House,Unfurnished,Kim Surat,"₹
10.5 Lac"
578 sqft,2,House,Semi-Furnished,Varachha Main Road Surat,"₹
50 Lac"
1700 sqft,3,Apartment,Furnished,Pal Road Surat,"₹
70 Lac"
80 sqm,3,Apartment,Unfurnished,Jahangirabad Surat,"₹
36 Lac"
983 sqft,2,N/A,Unfurnished,Singanpor Surat,"₹
30 Lac"
1500 sqft,2,House,Unfurnished,Kim Surat,"₹
19 Lac"
1851 sqft,3,Apartment,Unfurnished,"Coral Heights, Vesu Canal Road Surat","₹
74 Lac"
3020 sqft,4,Apartment,Unfurnished,"Samarth Enclave, Vesu Surat","₹
1.65 Cr"
1800 sqft,2,House,Semi-Furnished,Kamrej Road Surat,"₹
78.5 Lac"
800 sqft,2,House,Unfurnished,Sachin Surat,"₹
29 Lac"
1250 sqft,2,Apartment,Semi-Furnished,"Aagam Enclave, Vesu Surat","₹
52 Lac"
945 sqft,4,House,Semi-Furnished,Kamrej Char Rasta Surat,"₹
52 Lac"
760 sqft,2,Apartment,Semi-Furnished,"Marvella Residency, Althan Surat","₹
65 Lac"
2536 sqft,3,N/A,Unfurnished,Palanpur Gam Surat,"₹
72 Lac"
"10,000 sqft",6,Villa,Furnished,"Avadh Kimberly, Palsana Surat","₹
3 Cr"
3200 sqft,4,Apartment,Unfurnished,"Rajhans Corazo, Vesu Surat","₹
1.95 Cr"
1600 sqft,4,Villa,Unfurnished,Shomeshwer Nagar 1 Surat,"₹
78 Lac"
1711 sqft,3,Apartment,Semi-Furnished,Althan Surat,"₹
80 Lac"
1000 sqft,2,Apartment,Unfurnished,Radhey Shyam Township Surat,"₹
35 Lac"
1125 sqft,3,N/A,Furnished,Gopi Pura Surat,"₹
35 Lac"
800 sqft,2,Apartment,Furnished,"Green City, Bhatha Surat","₹
46 Lac"
1566 sqft,3,Apartment,Unfurnished,"Aagam Wildflower, Vesu Surat","₹
92 Lac"
N/A,6,N/A,Unfurnished,Kim Char Rasta Surat,"₹
1.35 Cr"
1546 sqft,2,Apartment,Unfurnished,"Saheli Residency, Adajan Surat","₹
78 Lac"
1250 sqft,2,Apartment,Furnished,"Aagam Enclave, Vesu Surat","₹
59 Lac"
1173 sqft,2,Apartment,Unfurnished,"Ambica Arihant Heights, Palan Pur Patiya Surat","₹
50 Lac"
1260 sqft,4,House,Semi-Furnished,Dabholi Surat,"₹
95 Lac"
1890 sqft,4,House,Furnished,Bhestan Surat,"₹
55 Lac"
2845 sqft,4,Apartment,Furnished,Pal Surat,"₹
2.20 Cr"
400 sqft,1,Apartment,Unfurnished,Palsana Surat,"₹
10 Lac"
96 sqyrd,4,House,Semi-Furnished,"Adajan, Surat Surat","₹
1.25 Cr"
1951 sqft,3,Apartment,Furnished,"Shilp Residency, VIP Road Surat","₹
1.29 Cr"
773 sqft,2,House,Unfurnished,"Stuti Empress, Palanpur Surat","₹
41 Lac"
680 sqft,2,House,Furnished,"Rajhans Belliza, Dumas Road Surat","₹
45 Lac"
1750 sqft,3,Apartment,Furnished,Citylight Area Surat,"₹
70 Lac"
1197 sqft,2,House,Semi-Furnished,Pal Surat,"₹
50 Lac"
1500 sqft,2,N/A,Unfurnished,Mahidhar Pur Surat,"₹
58 Lac"
N/A,1,House,Unfurnished,Rudrapura Surat,"₹
60 Lac"
1500 sqft,3,Apartment,Furnished,Palanpur Surat,"₹
65 Lac"
850 sqft,2,Apartment,Furnished,Bhatar Road Surat,"₹
45 Lac"
1500 sqft,4,Apartment,Semi-Furnished,Veer savarkar Surat,"₹
45 Lac"
1000 sqft,2,Apartment,Semi-Furnished,Althan Surat,"₹
45 Lac"
950 sqft,2,Apartment,Semi-Furnished,Honey Park Surat,"₹
35 Lac"
4050 sqft,5,Villa,N/A,Adajan Surat,"₹
4.50 Cr"
1800 sqft,3,House,Semi-Furnished,Dindoli Surat,"₹
56.8 Lac"
1320 sqft,2,Apartment,Unfurnished,Variav Surat,"₹
38 Lac"
1750 sqft,3,Apartment,Furnished,Athwa Surat,"₹
90 Lac"
1313 sqft,3,Apartment,Semi-Furnished,"Green Arcade, Adajan Surat","₹
1.20 Cr"
950 sqft,2,Apartment,Semi-Furnished,Katargam Surat,"₹
29 Lac"
1088 sqft,3,Apartment,Furnished,"East Point, Bhimrad Surat","₹
75 Lac"
350 sqft,1,N/A,Unfurnished,Randher Surat,"₹
18 Lac"
750 sqft,2,Apartment,Furnished,Tadwadi Surat,"₹
50 Lac"
3000 sqft,5,House,Furnished,Surat,"₹
75 Lac"
575 sqft,2,Apartment,Semi-Furnished,"Suryanjali Residency, Amroli Surat","₹
26.5 Lac"
1273 sqft,2,Apartment,Semi-Furnished,"Pan Sharanam, Jahangir Pura Surat","₹
38 Lac"
1310 sqft,2,Apartment,Furnished,Adajan Surat,"₹
65 Lac"
945 sqft,2,House,Unfurnished,Mandvi Surat,"₹
38 Lac"
20 sqft,2,House,Semi-Furnished,shiv banglow olpad Surat,"₹
35 Lac"
700 sqft,2,Apartment,Semi-Furnished,"Shyam enclave, Jahangirabad Surat","₹
40 Lac"
1005 sqft,3,Apartment,Furnished,Katargam Surat,"₹
30 Lac"
2000 sqft,4,House,Unfurnished,Rudrapura Surat,"₹
1.50 Cr"
600 sqft,2,Apartment,Unfurnished,Nana Varachha Surat,"₹
19 Lac"
1125 sqft,2,Apartment,Furnished,Varachha Surat,"₹
36 Lac"
750 sqft,1,Apartment,Furnished,Ramnagar Surat,"₹
22 Lac"
600 sqft,2,Apartment,Semi-Furnished,Ramnagar Surat,"₹
16.5 Lac"
480 sqft,2,House,Furnished,Ramnagar Surat,"₹
60 Lac"
2427 sqft,3,Apartment,Unfurnished,"Aagam Paramount, Vesu Surat","₹
1.45 Cr"
800 sqft,2,Villa,Unfurnished,"Nilkanth Height, Sachin Surat","₹
29 Lac"
45 sqyrd,3,House,Unfurnished,Bhestan Surat,"₹
46.5 Lac"
1290 sqft,2,Apartment,Semi-Furnished,"Aakash East Point Althan, Bhimrad Surat","₹
48 Lac"
980 sqft,2,N/A,Furnished,Amroli Surat,"₹
24 Lac"
2700 sqft,5,House,Semi-Furnished,Dabholi Surat,"₹
98 Lac"
600 sqft,1,N/A,Semi-Furnished,Ramnagar Surat,"₹
9 Lac"
2900 sqft,4,House,Semi-Furnished,Ramnagar Surat,"₹
99 Lac"
1300 sqft,2,Apartment,Semi-Furnished,"Aagam Heights, Althan Surat","₹
52 Lac"
2245 sqft,3,Apartment,Furnished,Citylight Area Surat,"₹
90 Lac"
2370 sqft,4,Apartment,Furnished,"Vaishnodevi Sky, Jahangir Pura Surat","₹
1.75 Cr"
730 sqft,2,Apartment,Unfurnished,Patel Nagar Surat,"₹
28.1 Lac"
2170 sqft,3,Apartment,Furnished,Patel Nagar Surat,"₹
59.7 Lac"
1550 sqft,3,Apartment,Furnished,Patel Nagar Surat,"₹
42.6 Lac"
1300 sqft,2,Apartment,Furnished,Patel Nagar Surat,"₹
35.8 Lac"
1000 sqft,2,Apartment,Furnished,Milanio residency Surat,"₹
40 Lac"
2260 sqft,3,Apartment,Furnished,"Western Shetrunjay, Adajan Surat","₹
1.20 Cr"
"10,000 sqft",5,House,Furnished,Rustampura Surat,"₹
3.50 Cr"
1125 sqft,2,Apartment,Unfurnished,Bhatha Surat,"₹
30 Lac"
400 sqft,1,Apartment,Unfurnished,Nanpura Surat,"₹
21 Lac"
840 sqft,2,Apartment,Semi-Furnished,"Swapna Srusthi Residency Plots, Bhestan Surat","₹
23 Lac"
3900 sqft,4,Apartment,Unfurnished,Bharthana Surat,"₹
3.12 Cr"
1064 sqft,2,Apartment,Unfurnished,"Gordhan Green Valley, Dindoli Surat","₹
35 Lac"
655 sqft,1,Apartment,Semi-Furnished,Athwa Gate Surat,"₹
40 Lac"
1835 sqft,3,Apartment,Semi-Furnished,Utran Surat,"₹
60 Lac"
1400 sqft,4,Villa,Semi-Furnished,Kamrej Surat,"₹
65 Lac"
2350 sqft,3,Apartment,Unfurnished,"The Atmosphere Serene, Vesu Surat","₹
1.29 Cr"
5715 sqft,5,Apartment,Unfurnished,VIP Road Surat,"₹
6 Cr"
1380 sqft,2,Apartment,Semi-Furnished,Piplod Surat,"₹
60 Lac"
1500 sqft,3,Apartment,Furnished,Kamrej char charasta Surat,"₹
40 Lac"
950 sqft,2,House,Semi-Furnished,Masma Village Surat,"₹
25.5 Lac"
1041 sqft,2,Apartment,Unfurnished,Surat,"₹
38 Lac"
665 sqft,2,Apartment,Unfurnished,"Shilalekh Soverign Shoppers, Adajan Surat","₹
34 Lac"
1620 sqft,3,Apartment,Semi-Furnished,Adajan Surat,"₹
80 Lac"
762 sqft,2,Apartment,Unfurnished,Sagrampura Surat,"₹
18.5 Lac"
1150 sqft,2,Apartment,Furnished,Palanpur Gam Surat,"₹
55 Lac"
1300 sqft,3,House,Unfurnished,Parvat Patia Surat,"₹
2 Cr"
630 sqft,2,House,N/A,"88, Sheri no.5, Krushnakunj Society, Palanpur patiya, Surat-395009 Surat","₹
55 Lac"
480 sqft,1,Apartment,Semi-Furnished,Amroli Surat,"₹
15 Lac"
1050 sqft,2,Apartment,Unfurnished,"Sangini Swaraj, Jahangir Pura Surat","₹
36 Lac"
950 sqft,2,Apartment,Furnished,"Amber Palace, Kamrej Char Rasta Surat","₹
31 Lac"
800 sqft,2,Apartment,Furnished,panna tower Surat,"₹
40 Lac"
445 sqft,1,Apartment,Semi-Furnished,Adajan Surat,"₹
20 Lac"
720 sqft,2,Apartment,Unfurnished,"Manidhara Mangal Murti Residency, Pal Gam Surat","₹
50 Lac"
1800 sqft,2,House,Unfurnished,Kamrej Surat,"₹
81 Lac"
1025 sqft,2,Apartment,Semi-Furnished,Kumbharia Gam Surat,"₹
26 Lac"
1075 sqft,2,Apartment,Semi-Furnished,"Anjani Enclave, Dahin Nagar Surat","₹
30 Lac"
1550 sqft,3,Apartment,Furnished,Anand Mahal Road Surat,"₹
71 Lac"
1050 sqft,3,Apartment,Unfurnished,Gopi Pura Surat,"₹
30 Lac"
95 sqyrd,6,House,Unfurnished,Nana Varachha Surat,"₹
1.50 Cr"
710 sqft,2,Apartment,Unfurnished,"Siddhi Vinayak Green, Laskana Surat","₹
32 Lac"
384 sqft,2,House,Semi-Furnished,Arjun nagar society Surat,"₹
42 Lac"
2000 sqft,3,Apartment,Unfurnished,Adajan Surat,"₹
1.50 Cr"
560 sqft,1,N/A,Unfurnished,Varachha Surat,"₹
12 Lac"
104 sqyrd,2,Villa,Unfurnished,LP Savani Surat,"₹
90 Lac"
36 sqm,1,Apartment,N/A,"SMC Suman Shail LIG-2, Dr Hedgewar Nagar, Vesu, Surat, Gujarat 395007 Surat","₹
15 Lac"
1200 sqft,3,Apartment,Semi-Furnished,"Bhagya Raj Ratna Enclave, Pal Surat","₹
85 Lac"
600 sqft,1,House,Unfurnished,Kadodara Surat,"₹
18 Lac"
1250 sqft,2,Apartment,Semi-Furnished,"Aagam Enclave, Vesu Surat","₹
53 Lac"
1350 sqft,2,Apartment,Unfurnished,Piplod Surat,"₹
80 Lac"
1050 sqft,2,N/A,Semi-Furnished,Nan Pura Surat,"₹
27 Lac"
2340 sqft,4,House,Unfurnished,Athwa Surat,"₹
4.50 Cr"
5640 sqft,5,Apartment,Unfurnished,"Avadh Bertina, VIP Road Surat","₹
3.90 Cr"
414 sqft,1,N/A,Unfurnished,Hirabag Surat,"₹
23 Lac"
850 sqft,6,House,Semi-Furnished,JT Nagar Surat,"₹
1.25 Cr"
700 sqft,2,Apartment,Unfurnished,Sima Nagar Surat,"₹
19 Lac"
6000 sqft,4,House,Semi-Furnished,Harinagar Surat,"₹
60 Lac"
1000 sqft,2,N/A,Unfurnished,Nanpura Surat,"₹
15 Lac"
1760 sqft,3,Apartment,Unfurnished,"Rajhans Stadium Residency Palanpur, Palanpur Gam Surat","₹
56.3 Lac"
1327 sqft,3,Apartment,Furnished,mahavir appartment Surat,"₹
42.5 Lac"
1550 sqft,3,Apartment,Semi-Furnished,Simandhar apartment Surat,"₹
75 Lac"
1020 sqft,2,Apartment,Furnished,Dindoli Surat,"₹
32 Lac"
1200 sqft,2,Apartment,Unfurnished,"Rang Raag Residency, Jahangir Pura Surat","₹
45 Lac"
1065 sqft,2,Apartment,Unfurnished,"Kosad, Surat Surat","₹
25 Lac"
8500 sqft,4,Villa,Furnished,Ghod Dod Road Surat,"₹
7 Cr"
863 sqft,3,Apartment,Furnished,Navagam Surat,"₹
26 Lac"
750 sqft,1,Apartment,Unfurnished,Rander Surat,"₹
22.5 Lac"
650 sqft,3,House,Unfurnished,Surat,"₹
75 Lac"
1050 sqft,2,N/A,Semi-Furnished,Nanpura Surat,"₹
27 Lac"
1500 sqft,3,Villa,Unfurnished,Bhestan Surat,"₹
38.5 Lac"
350 sqft,1,N/A,Semi-Furnished,Surat,"₹
9 Lac"
3507 sqft,4,Apartment,Unfurnished,Surat,"₹
2 Cr"
1500 sqft,3,Villa,Semi-Furnished,Adajan Surat,"₹
3.50 Cr"
1715 sqft,3,Apartment,Unfurnished,"Eco Parkside, Bhimrad Surat","₹
84 Lac"
1800 sqft,2,House,Unfurnished,Pratistha park kim surat Surat,"₹
20 Lac"
1100 sqft,2,N/A,Semi-Furnished,Jahangirabad Surat,"₹
39 Lac"
1651 sqft,3,Apartment,Furnished,Bhatar Road Surat,"₹
61 Lac"
125 sqft,4,Villa,Furnished,Citylight Area Surat,"₹
3.65 Cr"
112 sqyrd,7,House,Semi-Furnished,Varachha Surat,"₹
80 Lac"
900 sqft,3,Apartment,Unfurnished,"S H Saundarya Heights, Punagam Surat","₹
58 Lac"
700 sqft,2,Apartment,Unfurnished,Society Surat,"₹
30 Lac"
2500 sqft,5,House,Unfurnished,Ramnagar Surat,"₹
2.25 Cr"
1936 sqft,3,House,Unfurnished,Kamrej Surat,"₹
71 Lac"
630 sqft,2,House,Furnished,"Radhepark society, Yogi chowk, varachha, surat Surat","₹
75 Lac"
1120 sqft,2,House,Unfurnished,Choryasi Surat,"₹
46 Lac"
850 sqft,2,Apartment,Unfurnished,"Swapna Srusthi Residency Plots, Bhestan Surat","₹
23.2 Lac"
425 sqft,1,Apartment,Unfurnished,Adajan Surat,"₹
20 Lac"
650 sqft,2,House,Unfurnished,Kadodara Surat,"₹
20 Lac"
550 sqft,3,Apartment,Unfurnished,Surat,"₹
25 Lac"
2500 sqft,2,House,Unfurnished,Bhagal Surat,"₹
6 Cr"
1110 sqft,2,Apartment,Semi-Furnished,Kharwasa road dindoli Surat,"₹
30 Lac"
490 sqft,1,N/A,Unfurnished,Kadodar Surat,"₹
8.5 Lac"
1078 sqft,3,Apartment,Unfurnished,"Shreehans Kalyan Residency, Palanpur Gam Surat","₹
83.2 Lac"
1677 sqft,3,Apartment,N/A,"JT Stuti Highland, Palanpur Surat","₹
54.5 Lac"
700 sqft,1,Apartment,Semi-Furnished,"Green Tulip, Jahangirabad Surat","₹
24 Lac"
550 sqft,1,Apartment,Unfurnished,"Ambika Township, Dindoli Surat","₹
13.8 Lac"
1700 sqft,3,Apartment,Unfurnished,"Shalibhadra Complex, Nan Pura Surat","₹
85 Lac"
800 sqft,2,Apartment,Furnished,Pal Surat,"₹
43.5 Lac"
1000 sqft,2,Apartment,Furnished,Bhatar Road Surat,"₹
40 Lac"
700 sqft,2,Apartment,Semi-Furnished,Amroli Surat,"₹
25 Lac"
1658 sqft,3,Apartment,Furnished,"Green City, Bhatha Surat","₹
65 Lac"
833 sqft,4,House,Semi-Furnished,Sonari Surat,"₹
85 Lac"
1623 sqft,3,Apartment,Furnished,Rajlaxmi heights Surat,"₹
80 Lac"
16 sqft,2,House,Semi-Furnished,Meera Nagar Surat,"₹
1 Cr"
1900 sqft,4,House,Semi-Furnished,Ring Road Surat,"₹
2.25 Cr"
492 sqft,1,House,Unfurnished,Kim Surat,"₹
12 Lac"
1250 sqft,2,N/A,Semi-Furnished,Adajan Surat,"₹
45 Lac"
1851 sqft,3,Apartment,Furnished,Bhimrad Surat,"₹
85 Lac"
432 sqft,1,House,Unfurnished,Kadodara Surat,"₹
12.5 Lac"
1812 sqft,3,Apartment,Semi-Furnished,"Green City, Bhatha Surat","₹
65 Lac"
700 sqft,3,House,Semi-Furnished,Kosamba Surat,"₹
60 Lac"
900 sqft,2,N/A,Furnished,Gopi Pura Surat,"₹
22 Lac"
715 sqft,1,Apartment,Semi-Furnished,Athwa Gate Surat,"₹
20 Lac"
700 sqft,1,N/A,Unfurnished,Udhna Surat,"₹
15.5 Lac"
1150 sqft,2,Apartment,Unfurnished,shivdhara residency Surat,"₹
42 Lac"
2000 sqft,3,Apartment,Furnished,"Meghserman Apartment, City Light Town Surat","₹
1.15 Cr"
650 sqft,1,N/A,Unfurnished,Sayan Surat,"₹
7.5 Lac"
413 sqft,1,Apartment,Unfurnished,Katar Gam Surat,"₹
17 Lac"
1000 sqft,2,N/A,Unfurnished,Amroli Surat,"₹
20 Lac"
466 sqft,1,N/A,Semi-Furnished,Sachin Surat,"₹
10.5 Lac"
1850 sqft,4,Apartment,Furnished,Vesu Canal Road Surat,"₹
90 Lac"
1005 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
55 Lac"
84 sqyrd,3,House,Unfurnished,Narthan Surat,"₹
39.5 Lac"
1296 sqft,3,House,Semi-Furnished,Ganeshpura Surat,"₹
40 Lac"
80 sqm,2,House,Semi-Furnished,"Swarg Residency, Olpad Surat","₹
22 Lac"
1600 sqft,2,Villa,Unfurnished,Dabholi Surat,"₹
85 Lac"
500 sqft,2,House,Unfurnished,Hari Pura Surat,"₹
60 Lac"
1250 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
40 Lac"
34 sqft,1,Apartment,Unfurnished,"Satyam Tower, Udhna Surat","₹
8.5 Lac"
550 sqft,1,N/A,Semi-Furnished,Katar Gam Surat,"₹
10 Lac"
648 sqft,4,House,Unfurnished,Kadodar Surat,"₹
25 Lac"
2200 sqft,3,House,Unfurnished,Bhestan Surat,"₹
60 Lac"
3000 sqft,4,Apartment,Furnished,"Ascon Surya Green View, VIP Road Surat","₹
2.30 Cr"
1000 sqft,2,House,Unfurnished,Olpad Sayan Road Surat,"₹
16 Lac"
900 sqft,2,Apartment,Semi-Furnished,Adajan Surat,"₹
35 Lac"
1675 sqft,3,Apartment,Semi-Furnished,Kumbhariya Surat,"₹
45 Lac"
720 sqft,2,House,Unfurnished,Mahavir nagar society near terapanth bhavan udhana Surat Surat,"₹
61 Lac"
1130 sqft,3,Apartment,Semi-Furnished,"Madhav Mahal Residency, Anand Mahal Road Surat","₹
55 Lac"
1600 sqft,4,House,Semi-Furnished,Palan Pur Patiya Surat,"₹
1.30 Cr"
1450 sqft,2,Apartment,Furnished,"Green Avenue, Adajan Surat","₹
50 Lac"
480 sqft,1,House,Unfurnished,Kosamba Surat,"₹
9 Lac"
960 sqft,3,House,Unfurnished,Katargam Surat,"₹
95 Lac"
2100 sqft,4,House,Unfurnished,Adajan Surat,"₹
2.51 Cr"
1250 sqft,2,Apartment,Unfurnished,Saroli Surat,"₹
45 Lac"
1890 sqft,3,House,Semi-Furnished,Udhana Surat,"₹
55 Lac"
1200 sqft,3,Apartment,Semi-Furnished,"Rajhans Platinum, Palanpur Surat","₹
60 Lac"
