Carpet Area,BHK,House Type,Furnishing,Address,Price
1000 sqft,2,Apartment,Unfurnished,"Lalita Towers, Alkapuri Vadodara","₹
31 Lac"
650 sqft,2,Apartment,Furnished,"Anantam Avenue, Chhani Vadodara","₹
33 Lac"
1300 sqft,3,Apartment,Semi-Furnished,"Nilamber Bellissimo, Vasant Vihar Vadodara","₹
90 Lac"
925 sqft,2,Apartment,Unfurnished,"Green Heaven, Atladra Vadodara","₹
19 Lac"
1240 sqft,3,Apartment,Semi-Furnished,"Shree One, Vasant Vihar Vadodara","₹
76 Lac"
763 sqft,2,Apartment,Furnished,"Aditya Elanza, Bhayli Vadodara","₹
36.5 Lac"
1800 sqft,4,Apartment,Furnished,Nillamber Bellissimmo Vadodara,"₹
1.35 Cr"
1500 sqft,3,Apartment,Semi-Furnished,"Aarya Twin Tower, Sevasi Vadodara","₹
55 Lac"
1250 sqft,3,Apartment,Unfurnished,"Vallabh Darshan, Vadsar Vadodara","₹
39 Lac"
950 sqft,2,Apartment,Semi-Furnished,Akota Vadodara,"₹
43 Lac"
870 sqft,2,Apartment,Unfurnished,"Vrindaban Estate, Pashabhai Park Vadodara","₹
38 Lac"
1000 sqft,3,House,Unfurnished,Manjalpur Vadodara,"₹
74 Lac"
1600 sqft,3,N/A,Unfurnished,Akota Vadodara,"₹
55 Lac"
1200 sqft,3,Villa,Semi-Furnished,sahyog vatika society Vadodara,"₹
52 Lac"
1210 sqft,2,Apartment,Semi-Furnished,"Bakeri Swara, Makar Pura Vadodara","₹
35 Lac"
1075 sqft,2,Apartment,Furnished,"Darshanam Antica, Danteshwar Vadodara","₹
25 Lac"
750 sqft,2,Apartment,Unfurnished,Waghodia Road Vadodara,"₹
32 Lac"
600 sqft,1,Apartment,Semi-Furnished,Shankeshwar Nagar Vadodara,"₹
18.6 Lac"
2050 sqft,3,Apartment,Unfurnished,"ISCON Harmony, Sevasi Vadodara","₹
72 Lac"
900 sqft,3,Apartment,Semi-Furnished,Bhayli Vadodara,"₹
48 Lac"
2500 sqft,3,N/A,Furnished,New Sama Road Chanakyapuri Society Vadodara,"₹
89 Lac"
1200 sqft,3,Apartment,Furnished,Vemali Vadodara,"₹
80 Lac"
1878 sqft,5,Villa,Unfurnished,Bhayli Vadodara,"₹
6 Cr"
807 sqft,2,Apartment,Semi-Furnished,Subhanpura Vadodara,"₹
36 Lac"
2440 sqft,3,Apartment,Unfurnished,"Darshanam Club Life, Gotri Vadodara","₹
85 Lac"
900 sqft,2,N/A,Unfurnished,siddhivinayak plaza Vasna Bhayli Main Road Vadodara,"₹
24 Lac"
950 sqft,2,Apartment,Semi-Furnished,Waghodia Road Vadodara,"₹
40 Lac"
750 sqft,2,Apartment,Semi-Furnished,"Aadhya Auram, Bhayli Vadodara","₹
35 Lac"
850 sqft,2,Apartment,Unfurnished,Chhani Vadodara,"₹
25 Lac"
731 sqft,2,Apartment,Unfurnished,"Shree Siddheswar Helix, Sama Savli Road Vadodara","₹
44 Lac"
1025 sqft,3,House,Unfurnished,"Akshar Yug, Khatamba Vadodara","₹
40 Lac"
410 sqft,1,Apartment,Semi-Furnished,Akash Darshan apartment Vadodara,"₹
10 Lac"
2500 sqft,3,N/A,Furnished,Race Course circle Vadodara,"₹
1.30 Cr"
796 sqft,2,Apartment,Unfurnished,"Pushkar Residency, Hari nagar Vadodara","₹
33 Lac"
1200 sqft,3,Apartment,Unfurnished,Gotri Road Gotri Vadodara,"₹
37 Lac"
620 sqft,2,Apartment,Unfurnished,Bhayli Vadodara,"₹
36 Lac"
550 sqft,1,Apartment,Furnished,"Wisteria Heights, Waghodia Vadodara","₹
18 Lac"
750 sqft,2,Apartment,Semi-Furnished,"Kanha Landmark, Ajwa Road Vadodara","₹
30 Lac"
1200 sqft,3,Apartment,Semi-Furnished,"Manjalpur, Vadodara Vadodara","₹
35 Lac"
1750 sqft,3,Apartment,Furnished,"Seasons Prime, Vasna Bhayli Main Road Vadodara","₹
70 Lac"
2000 sqft,4,House,Furnished,Bajwa Vadodara,"₹
55 Lac"
1100 sqft,2,Apartment,Unfurnished,"Kanha Landmark, Ajwa Road Vadodara","₹
26 Lac"
900 sqft,2,N/A,Semi-Furnished,Manjalpur Vadodara,"₹
27 Lac"
950 sqft,2,Apartment,Unfurnished,"Ravi Madhuvan Residency, Chhani Vadodara","₹
31 Lac"
732 sqft,2,Apartment,Semi-Furnished,"Gunatit Residency, Gotri Vadodara","₹
28 Lac"
1700 sqft,3,Apartment,Furnished,Vasna Road Vadodara,"₹
55 Lac"
750 sqft,2,Apartment,Unfurnished,"Pancham Heights, New Sama Road Vadodara","₹
38 Lac"
861 sqft,2,Apartment,Unfurnished,"KRUSHNAM DEMORA, Chhani Vadodara","₹
42 Lac"
101 sqm,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
60 Lac"
700 sqft,4,House,Furnished,Mathura Nagari Vadodara,"₹
60 Lac"
930 sqft,2,Apartment,Unfurnished,"Shreem Shrushti, Subhanpura Vadodara","₹
31 Lac"
980 sqft,2,Apartment,Semi-Furnished,Sama Vadodara,"₹
39.5 Lac"
750 sqft,3,House,Semi-Furnished,Diwalipura Vadodara,"₹
58.5 Lac"
900 sqft,2,Apartment,Semi-Furnished,"Grishma Regense, Manjalpur Vadodara","₹
46 Lac"
1000 sqft,3,Apartment,Unfurnished,"Shree Vakratund Residency, Tarsali Vadodara","₹
35 Lac"
1321 sqft,2,House,Unfurnished,OPPOSITE O.P ROAD Vadodara,"₹
32 Lac"
750 sqft,2,Apartment,Furnished,"Avadh Aashray, Vasna Road Vadodara","₹
33 Lac"
1100 sqft,3,Apartment,Unfurnished,"Malbar Valley, Tarsali Vadodara","₹
45 Lac"
543 sqft,2,Apartment,Unfurnished,"Radhey Lifestyle, Koyali Vadodara","₹
22 Lac"
595 sqft,2,Apartment,Unfurnished,"Bakeri Swara, Makar Pura Vadodara","₹
35 Lac"
1000 sqft,3,Apartment,Unfurnished,"Balaji Enclave, Subhanpura Vadodara","₹
52 Lac"
875 sqft,2,Apartment,Semi-Furnished,Race Course Road Vadodara,"₹
36 Lac"
750 sqft,2,Apartment,Unfurnished,"Yogi Greens Residency, Chhani Vadodara","₹
28 Lac"
1000 sqft,3,House,Semi-Furnished,Atladra Vadodara,"₹
68 Lac"
1350 sqft,3,Apartment,Semi-Furnished,"SAIRANG HEIGHTS, Sun Pharma Road Vadodara","₹
38 Lac"
550 sqft,1,Apartment,Semi-Furnished,Dandia Bazar Vadodara,"₹
11 Lac"
815 sqft,2,N/A,Semi-Furnished,Alkapuri Vadodara,"₹
41 Lac"
3000 sqft,3,House,Furnished,"Gajanand Park Society, Manjalpur Vadodara","₹
1.20 Cr"
959 sqft,4,Apartment,Furnished,"Shukan The Meridian, Karelibaug Vadodara","₹
47 Lac"
675 sqft,2,Apartment,Unfurnished,"Radhe Radhe Residency, Manjalpur Vadodara","₹
48 Lac"
704 sqft,2,Apartment,Semi-Furnished,"Vision Fortune Aroma, Bhayli Vadodara","₹
34 Lac"
1059 sqft,2,Apartment,Unfurnished,"Shreem Galaxy, Vasna Bhayli Main Road Vadodara","₹
24 Lac"
1210 sqft,2,Apartment,Furnished,"Samanvay Saptarshi, Manjalpur Vadodara","₹
38 Lac"
1153 sqft,2,Apartment,Unfurnished,"Kailash Shikhar, Atladra Vadodara","₹
31 Lac"
2700 sqft,6,Apartment,Unfurnished,"MILESTONE RESIDENCY, Vasna Bhayli Main Road Vadodara","₹
1.51 Cr"
1254 sqft,3,House,Unfurnished,Waghodia Road Vadodara,"₹
78 Lac"
1450 sqft,3,Apartment,Furnished,Gotri Vadodara,"₹
55 Lac"
480 sqft,1,Apartment,Unfurnished,Karelibaug Vadodara,"₹
17.5 Lac"
1250 sqft,2,Apartment,Semi-Furnished,Gorwa Vadodara,"₹
32 Lac"
450 sqft,1,Apartment,Unfurnished,"Shyam Complex, Warasiya Vadodara","₹
12 Lac"
800 sqft,2,Apartment,Semi-Furnished,"Vande Residency, Ajwa Road Vadodara","₹
25 Lac"
2165 sqft,4,Apartment,Furnished,Pashabhai Park Vadodara,"₹
80 Lac"
1400 sqft,3,N/A,Unfurnished,"Earth Acropolis III, Vasna Bhayli Main Road Vadodara","₹
52 Lac"
2120 sqft,4,N/A,Furnished,"Vraj vatika, Bill Vadodara","₹
65 Lac"
1600 sqft,4,Apartment,N/A,"Labh Residency, Atladra Vadodara","₹
55 Lac"
620 sqft,2,Apartment,Unfurnished,"Indralok Apartment, Maneja Vadodara","₹
24 Lac"
1280 sqft,2,Apartment,Unfurnished,"Suncity Exotica, Manjalpur Vadodara","₹
33 Lac"
1350 sqft,4,House,Semi-Furnished,Old Padra Road Vadodara,"₹
85 Lac"
2200 sqft,3,Apartment,Semi-Furnished,"Yogiraj Villa 2, Laxmipura Vadodara","₹
75 Lac"
950 sqft,3,House,Unfurnished,"Vinayak Kishan Signature, Kalali Vadodara","₹
80 Lac"
1000 sqft,2,House,Unfurnished,Chandra Nagar Vadodara,"₹
39 Lac"
700 sqft,2,Apartment,Semi-Furnished,Sayajipura Vadodara,"₹
23 Lac"
1920 sqft,4,Villa,Unfurnished,"Woodscape, Bill Vadodara","₹
75 Lac"
1420 sqft,4,Villa,Unfurnished,Gotri Vadodara,"₹
1.30 Cr"
900 sqft,1,House,Semi-Furnished,Jay jalaramnagar road gotri-vasna Vadodara,"₹
63 Lac"
1200 sqft,3,Apartment,Semi-Furnished,Arya Elite 2 Vadodara,"₹
47 Lac"
1400 sqft,2,Apartment,Semi-Furnished,"Rajeshwar Planet, Harni Vadodara","₹
34 Lac"
950 sqft,3,House,Unfurnished,"Vinayak Kishan Signature, Kalali Vadodara","₹
80 Lac"
1300 sqft,3,Apartment,N/A,Green field 3 Vadodara,"₹
38 Lac"
874 sqft,3,Villa,Semi-Furnished,"Aatmiya Heritage, Maneja Vadodara","₹
90 Lac"
583 sqft,2,Apartment,Semi-Furnished,"Lakshya Heaven, Sama Road Vadodara","₹
24 Lac"
1250 sqft,3,Apartment,Semi-Furnished,"Empyrean Skyline, Vasna Bhayli Main Road Vadodara","₹
42 Lac"
1750 sqft,3,Apartment,Unfurnished,"Yogiraj Bungalows, Gotri Road Gotri Vadodara","₹
66 Lac"
560 sqft,1,Apartment,Semi-Furnished,Laxmipura Road Vadodara,"₹
27 Lac"
1600 sqft,3,Apartment,Semi-Furnished,"Dwarkesh Residency, Vasna Road Vadodara","₹
42 Lac"
1050 sqft,3,Apartment,Unfurnished,"Akshar Height, Padra Vadodara","₹
32 Lac"
600 sqft,2,Apartment,Semi-Furnished,"Parsvnath Sahaj Sanidhya, Sama Savli Road Vadodara","₹
28 Lac"
970 sqft,3,House,Furnished,"Darshanam Antica, Danteshwar Vadodara","₹
85 Lac"
1100 sqft,4,House,Furnished,Makarpura Road Vadodara,"₹
85 Lac"
953 sqft,3,House,Furnished,"Earth Somnath, Gotri Sevasi Road Vadodara","₹
1.10 Cr"
680 sqft,3,Apartment,Unfurnished,"Shree Shivam Heights, Tarsali Vadodara","₹
30 Lac"
985 sqft,3,House,Unfurnished,"Vinayak Kishan Signature, Kalali Vadodara","₹
82 Lac"
1100 sqft,2,Apartment,Furnished,"Avadhoot Residency, Mandvi Vadodara","₹
30 Lac"
1015 sqft,2,House,Unfurnished,Raj Nagar Society Vadodara,"₹
41 Lac"
300 sqft,1,House,Unfurnished,Sangam Char Rasta Vadodara,"₹
21 Lac"
1200 sqft,2,Apartment,Furnished,"Neptune Shreeji Residency, Waghodia Vadodara","₹
42.5 Lac"
1306 sqft,3,Apartment,Semi-Furnished,"Ashoka Apartment, Bhayli Vadodara","₹
35 Lac"
520 sqft,2,Apartment,N/A,Sky Harmony Vadodara,"₹
34 Lac"
580 sqft,3,N/A,Unfurnished,"Hiya Golden Valley, Waghodia Vadodara","₹
32 Lac"
1060 sqft,2,Apartment,Unfurnished,Harni Vadodara,"₹
50 Lac"
680 sqft,2,Apartment,Unfurnished,"Tulsi Heights, Ajwa Road Vadodara","₹
25 Lac"
700 sqft,2,N/A,Unfurnished,"Viram Phase 1, Samiyala Vadodara","₹
14.5 Lac"
845 sqft,3,Villa,Furnished,"Pratham Riviera, Atladra Vadodara","₹
65 Lac"
1100 sqft,3,House,Furnished,Karjan Vadodara,"₹
35 Lac"
900 sqft,3,Villa,Unfurnished,Bill Vadodara,"₹
61 Lac"
3189 sqft,3,Villa,Semi-Furnished,Shivashraya Society Vadodara,"₹
2 Cr"
765 sqft,2,Villa,Unfurnished,Sundarpura Vadodara,"₹
75 Lac"
765 sqft,2,Apartment,Unfurnished,Nizampura Vadodara,"₹
48 Lac"
830 sqft,2,Apartment,Unfurnished,"Everest Trinity, Bhayli Vadodara","₹
48 Lac"
1200 sqft,2,Apartment,Unfurnished,Khodiyar Nagar Vadodara,"₹
27 Lac"
1000 sqft,2,Apartment,Semi-Furnished,Akota Vadodara,"₹
45 Lac"
2300 sqft,3,House,Furnished,Subhanpura Vadodara,"₹
1.10 Cr"
850 sqft,4,House,Unfurnished,"Shree Siddhivinayak Maple Villas, Vadsar Vadodara","₹
90 Lac"
2600 sqft,4,House,Furnished,"Nilamber Oriens, Atladra Vadodara","₹
1.85 Cr"
1165 sqft,2,Apartment,Semi-Furnished,"Temple View, Harni Vadodara","₹
45 Lac"
1955 sqft,5,House,Unfurnished,"Ananta Savan, Waghodia Road Vadodara","₹
1.25 Cr"
1305 sqft,2,Apartment,Unfurnished,"San Martin, Vasna Bhayli Main Road Vadodara","₹
40 Lac"
750 sqft,3,Apartment,Semi-Furnished,"The Planet 1, Bill Vadodara","₹
25 Lac"
1100 sqft,3,Apartment,Semi-Furnished,"Aarv Saffron Bliss, Chhani Vadodara","₹
62 Lac"
750 sqft,2,Apartment,Furnished,Manjalpur Vadodara,"₹
38 Lac"
1500 sqft,3,Villa,Unfurnished,Waghodia Vadodara,"₹
70 Lac"
1000 sqft,3,Apartment,Semi-Furnished,"Earth Acropolis, Vasna Road Vadodara","₹
42 Lac"
1600 sqft,2,House,Unfurnished,Old Padra Road Vadodara,"₹
1.30 Cr"
700 sqft,2,Apartment,Unfurnished,"MP Ahmed Park Phase II, Sayajipura Vadodara","₹
42 Lac"
1000 sqft,3,Apartment,Unfurnished,Avadh Sky Vadodara,"₹
75 Lac"
975 sqft,2,Apartment,Semi-Furnished,"Viram III, Makar Pura Vadodara","₹
30 Lac"
800 sqft,2,Apartment,Semi-Furnished,Gotri Vadodara,"₹
25 Lac"
750 sqft,2,Apartment,Furnished,Manjalpur Vadodara,"₹
38 Lac"
31 sqft,1,Apartment,Unfurnished,vaikunth flat 528 LIG gorwa vadodara Vadodara,"₹
5.6 Lac"
450 sqft,1,Apartment,Semi-Furnished,Sama Road Vadodara,"₹
17.5 Lac"
2500 sqft,6,House,Furnished,Subhanpura Vadodara,"₹
1.55 Cr"
2250 sqft,4,House,Semi-Furnished,Old Padra Road Vadodara,"₹
1.10 Cr"
630 sqft,2,Apartment,Semi-Furnished,"Akruti heights, Tarsali Vadodara","₹
26 Lac"
428 sqft,2,Apartment,Furnished,"Samruddhi Residency II, Soma Talav Vadodara","₹
26 Lac"
987 sqft,3,N/A,Furnished,"Samanvay Sparsh, Manjalpur Vadodara","₹
75 Lac"
1250 sqft,3,Apartment,Unfurnished,"Unique1, Chhani Vadodara","₹
65 Lac"
850 sqft,2,Apartment,Furnished,Gotri Vadodara,"₹
38 Lac"
1100 sqft,3,Apartment,Furnished,"Haveli Harmony, Hari nagar Vadodara","₹
85 Lac"
1000 sqft,3,House,Semi-Furnished,"Neeldeep Triplex , Dashrath Vadodara","₹
45.5 Lac"
1847 sqft,3,Apartment,Semi-Furnished,"Darshanam Central Park, Sayajigunj Vadodara","₹
75 Lac"
750 sqft,2,Apartment,Semi-Furnished,Raopura Vadodara,"₹
25 Lac"
700 sqft,2,Apartment,Semi-Furnished,"PRAYOSHA HEIGHT, Bill Vadodara","₹
25 Lac"
1800 sqft,4,Villa,Semi-Furnished,Bhayli Vadodara,"₹
1.55 Cr"
2000 sqft,4,House,Semi-Furnished,Alkapuri Vadodara,"₹
4 Cr"
1764 sqft,3,Apartment,Semi-Furnished,Alkapuri Vadodara,"₹
1.30 Cr"
1350 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
46.1 Lac"
N/A,2,Apartment,Furnished,"Darshanam Oasis, Karelibaug Vadodara","₹
36 Lac"
700 sqft,2,Apartment,Unfurnished,"Earth Infinity, Vasna Bhayli Main Road Vadodara","₹
37 Lac"
1000 sqft,1,House,Semi-Furnished,Jalaram Nagar Vadodara,"₹
75 Lac"
1800 sqft,3,N/A,Unfurnished,Gotri Sevasi Road Vadodara,"₹
60 Lac"
1900 sqft,3,N/A,Furnished,"Aadhya Residency, Bhayli Vadodara","₹
75 Lac"
1102 sqft,2,Apartment,Furnished,"Sangani Skyz, Vasna Bhayli Main Road Vadodara","₹
45 Lac"
804 sqft,2,Apartment,Unfurnished,"Amar Krishna Empire, Chhani Jakat Naka Vadodara","₹
42 Lac"
1100 sqft,4,House,Semi-Furnished,Waghodia Road Vadodara,"₹
95 Lac"
1580 sqft,3,Apartment,Unfurnished,"Shree Sharnam Signature, Harni Vadodara","₹
1.15 Cr"
1140 sqft,2,Apartment,Unfurnished,"Pavilion Heights, Gotri Vadodara","₹
40 Lac"
560 sqft,1,Apartment,Semi-Furnished,"Param, Atladra Vadodara","₹
14.5 Lac"
1372 sqft,3,Apartment,Unfurnished,"Samanvay Westbreeze, Gotri Vadodara","₹
40.5 Lac"
900 sqft,2,Apartment,Furnished,Ajwa Road Vadodara,"₹
25 Lac"
1700 sqft,3,N/A,Semi-Furnished,Vadodara,"₹
41 Lac"
1153 sqft,3,Apartment,Semi-Furnished,Hari nagar Vadodara,"₹
85 Lac"
2040 sqft,3,Apartment,Semi-Furnished,"Shreem Shrushti, Subhanpura Vadodara","₹
68.5 Lac"
837 sqft,2,Apartment,Unfurnished,New VIP Road Baikunth Vadodara,"₹
22.3 Lac"
1200 sqft,2,Apartment,Semi-Furnished,Bill Vadodara,"₹
26 Lac"
2100 sqft,4,Apartment,Unfurnished,"Keystone 72, New Alkapuri Vadodara","₹
1.65 Cr"
1960 sqft,5,House,Semi-Furnished,Warasiya Vadodara,"₹
1.65 Cr"
695 sqft,2,Apartment,Unfurnished,"Maple Meadows, Atladra Vadodara","₹
35 Lac"
680 sqft,1,N/A,Unfurnished,Harni Vadodara,"₹
15 Lac"
950 sqft,2,N/A,Unfurnished,Sun Pharma Road Vadodara,"₹
21 Lac"
800 sqft,2,Apartment,Furnished,"Balaji Gold, Diwalipura Vadodara","₹
34.6 Lac"
95 sqm,2,Apartment,Unfurnished,"Ace Octave, Kalali Vadodara","₹
25 Lac"
1010 sqft,2,Apartment,Semi-Furnished,"Somnath Heritage, Gotri Vadodara","₹
30 Lac"
1557 sqft,3,N/A,Unfurnished,Manjalpur Vadodara,"₹
70 Lac"
900 sqft,3,House,Semi-Furnished,Gayatri Nagar Vadodara,"₹
23.1 Lac"
1350 sqft,2,Apartment,Unfurnished,"Dove Deck, Ajwa Road Vadodara","₹
40 Lac"
1500 sqft,5,House,Semi-Furnished,sel Vadodara,"₹
48 Lac"
1200 sqft,3,N/A,Semi-Furnished,Mandvi Vadodara,"₹
27 Lac"
1080 sqft,3,Apartment,Furnished,"Petal Aster, Vasna Bhayli Main Road Vadodara","₹
65 Lac"
820 sqft,2,Apartment,Unfurnished,Guru Gobindsinhji Marg Vadodara,"₹
23 Lac"
680 sqft,2,Apartment,Unfurnished,Vadsar Vadodara,"₹
28 Lac"
1200 sqft,3,Apartment,Semi-Furnished,"Everest Trinity, Bhayli Vadodara","₹
45 Lac"
1850 sqft,2,Apartment,Unfurnished,"ISCON Harmony, Sevasi Vadodara","₹
75 Lac"
875 sqft,3,House,Semi-Furnished,Waghodia Road Vadodara,"₹
95 Lac"
1100 sqft,2,Apartment,N/A,"Earth Residency, Atladra Vadodara","₹
32.5 Lac"
1100 sqft,2,Apartment,Unfurnished,"Park Plaza, Samta Vadodara","₹
42 Lac"
1250 sqft,3,Apartment,Furnished,"Aditya Elanza, Bhayli Vadodara","₹
75 Lac"
1800 sqft,3,Apartment,Unfurnished,"Dove Deck, Ajwa Road Vadodara","₹
48.2 Lac"
1432 sqft,4,Apartment,Furnished,"Celebrity Luxuria, Atladra Vadodara","₹
1.10 Cr"
915 sqft,3,Apartment,Unfurnished,"Akshar Pride, Atladra Vadodara","₹
42 Lac"
950 sqft,3,Apartment,Semi-Furnished,"Kishan Galaxy, Bhayli Vadodara","₹
35 Lac"
1800 sqft,5,House,Semi-Furnished,Karelibaug Vadodara,"₹
99 Lac"
700 sqft,2,House,Semi-Furnished,Shree Jay Ambe Society Vadodara,"₹
61 Lac"
1400 sqft,3,Apartment,Semi-Furnished,"Tulsi Regency, Panchvati Vadodara","₹
70 Lac"
770 sqft,2,Apartment,Semi-Furnished,chandravilla flats Vadodara,"₹
22.5 Lac"
1650 sqft,2,Apartment,Unfurnished,"Fortune V, Sun Pharma Road Vadodara","₹
45.1 Lac"
1900 sqft,4,House,Furnished,Gotri Road Gotri Vadodara,"₹
1.65 Cr"
990 sqft,3,Apartment,Unfurnished,"Akshar Paradise, Atladra Vadodara","₹
35 Lac"
1200 sqft,3,Apartment,Semi-Furnished,"Wallman Sukhdham Enclave, Waghodia Vadodara","₹
50 Lac"
465 sqft,1,Apartment,Semi-Furnished,"Param Greens, Atladra Vadodara","₹
17 Lac"
994 sqft,1,House,Unfurnished,Ajwa Road Vadodara,"₹
58 Lac"
4000 sqft,6,House,Unfurnished,Gotri Road Gotri Vadodara,"₹
2.51 Cr"
700 sqft,2,Apartment,Furnished,Vadsar Vadodara,"₹
18.6 Lac"
700 sqft,3,Apartment,N/A,"GHB Mukhyamantri Gruh Yojana, Gorwa Vadodara","₹
30 Lac"
900 sqft,2,House,Semi-Furnished,Makar Pura Vadodara,"₹
60 Lac"
1150 sqft,2,Apartment,Unfurnished,"Shreem Galaxy, Vasna Bhayli Main Road Vadodara","₹
26.5 Lac"
1050 sqft,3,Apartment,Furnished,"Aarya New Alkapuri Residency, New Alkapuri Vadodara","₹
69 Lac"
980 sqft,3,House,Semi-Furnished,Ajwa Road Vadodara,"₹
50 Lac"
1300 sqft,3,Apartment,Unfurnished,"Sangani Skyz, Vasna Bhayli Main Road Vadodara","₹
60 Lac"
1500 sqft,7,House,Unfurnished,Sardar Nagar Vadodara,"₹
98 Lac"
1210 sqft,2,Apartment,Furnished,"Samanvay Saptarshi, Manjalpur Vadodara","₹
39 Lac"
1050 sqft,3,Apartment,Furnished,"Uma Reality Silver Sky, Harni Vadodara","₹
80 Lac"
750 sqft,2,Apartment,Furnished,New Alkapuri Vadodara,"₹
29 Lac"
950 sqft,2,Apartment,Unfurnished,"Aambawadi Sangam, Padra Road Vadodara","₹
18 Lac"
1440 sqft,3,Apartment,Semi-Furnished,"Lakshya Avenue, New Kareli Baug Vadodara","₹
30 Lac"
1780 sqft,3,Apartment,Furnished,Harni Vadodara,"₹
65 Lac"
1220 sqft,4,Apartment,Unfurnished,"Sunrise Homes, Waghodia Road Vadodara","₹
44 Lac"
2700 sqft,5,N/A,Unfurnished,"Earth Allyssum, Bhayli Vadodara","₹
1.49 Cr"
706 sqft,2,Apartment,Semi-Furnished,"Bakeri Swara, Makar Pura Vadodara","₹
43 Lac"
950 sqft,2,Apartment,Unfurnished,"Tirth Apartment, LG Nagar Vadodara","₹
38 Lac"
551 sqft,2,Apartment,Semi-Furnished,Chhani Vadodara,"₹
38 Lac"
1150 sqft,2,Apartment,Semi-Furnished,Kanha Dreams Vadodara,"₹
28 Lac"
750 sqft,3,House,Unfurnished,Tarsali Road Vadodara,"₹
77.5 Lac"
700 sqft,2,Apartment,Furnished,"Earth Icon 2, Khodiyar Nagar Vadodara","₹
30 Lac"
958 sqft,3,Apartment,Semi-Furnished,"Green Leaf Exotica, Vasna Bhayli Main Road Vadodara","₹
56 Lac"
2200 sqft,4,Villa,Furnished,Danteshwar Vadodara,"₹
2.06 Cr"
1700 sqft,4,House,Semi-Furnished,Pani Gate Vadodara,"₹
70 Lac"
2700 sqft,5,N/A,Unfurnished,"Earth Allyssum, Bhayli Vadodara","₹
1.49 Cr"
980 sqft,2,Apartment,Unfurnished,"Makar Pura, Vadodara Vadodara","₹
18.5 Lac"
2000 sqft,4,Apartment,Semi-Furnished,Somnath Society Vadodara,"₹
55 Lac"
1780 sqft,3,Apartment,N/A,"RIV Residency, Vasna Road Vadodara","₹
55 Lac"
780 sqft,2,Apartment,Unfurnished,Maneja Vadodara,"₹
22 Lac"
1090 sqft,2,Apartment,Semi-Furnished,"Divine Galaxy, Kalali Vadodara","₹
32 Lac"
610 sqft,3,House,Semi-Furnished,Dabhoi Vadodara,"₹
40 Lac"
101 sqm,3,Apartment,Furnished,"Vasna Road, Vadodara Vadodara","₹
60 Lac"
580 sqft,1,House,Unfurnished,Kanhaupvan-Dasharath Vadodara,"₹
34 Lac"
1070 sqft,2,Apartment,Furnished,Soma Talav Vadodara,"₹
38 Lac"
48 sqm,1,Apartment,Unfurnished,"Gorwa, Vadodara Vadodara","₹
22 Lac"
560 sqft,1,Apartment,Furnished,"Anjani Residency, Makar Pura Vadodara","₹
12.5 Lac"
800 sqft,2,Apartment,Semi-Furnished,Chhani Jakat Naka Vadodara,"₹
35 Lac"
470 sqft,1,Apartment,Semi-Furnished,"Aangan Sky View, Vaikunth Society Vadodara","₹
18.5 Lac"
998 sqft,3,Apartment,Semi-Furnished,"Darshanam Highview, New Kareli Baug Vadodara","₹
48 Lac"
1089 sqft,2,Apartment,Semi-Furnished,Dandia Bazar Vadodara,"₹
25 Lac"
1020 sqft,2,Apartment,Semi-Furnished,"Vertica, Waghodia Road Vadodara","₹
35 Lac"
955 sqft,2,Apartment,Unfurnished,"Brajdham Society, Makar Pura Vadodara","₹
27.5 Lac"
840 sqft,2,Apartment,Unfurnished,"Kshama Heights, Vasna Road Vadodara","₹
44 Lac"
1033 sqft,3,Apartment,Unfurnished,"Alembic Veda 2, Nizampura Vadodara","₹
88 Lac"
600 sqft,1,Apartment,Unfurnished,Akota Vadodara,"₹
30 Lac"
997 sqft,4,House,Semi-Furnished,"Serene County, Kalali Vadodara","₹
68 Lac"
1450 sqft,3,Apartment,Semi-Furnished,New Sama Vadodara,"₹
52 Lac"
1100 sqft,3,Apartment,Furnished,"Rajhansh Apartment, Diwalipura Vadodara","₹
45 Lac"
1950 sqft,4,Apartment,Semi-Furnished,Tanish FlatsShuklanagar Vadodara,"₹
75 Lac"
1100 sqft,4,Villa,N/A,Kapurai Village Vadodara,"₹
91 Lac"
950 sqft,3,Apartment,Unfurnished,"Landspace Shivalik Shilp, Bhayli Vadodara","₹
45 Lac"
825 sqft,2,Apartment,Semi-Furnished,Khodiyar Nagar Vadodara,"₹
30 Lac"
950 sqft,2,Apartment,Semi-Furnished,"Sun Welkin Complex, Harni Vadodara","₹
42 Lac"
1000 sqft,5,House,Furnished,New Sama Road Vadodara,"₹
90 Lac"
513 sqft,2,Apartment,Unfurnished,Hari nagar Vadodara,"₹
25 Lac"
1800 sqft,3,Apartment,Furnished,antriksh Vadodara,"₹
1.15 Cr"
1300 sqft,2,House,Unfurnished,Atladra Vadodara,"₹
55 Lac"
380 sqft,1,N/A,Unfurnished,Khodiyar Nagar Vadodara,"₹
13.6 Lac"
750 sqft,2,Apartment,Semi-Furnished,"Earth Allyssum, Bhayli Vadodara","₹
39 Lac"
2612 sqft,4,Apartment,Semi-Furnished,"Shangri la Luxury Apartments, Gorwa Vadodara","₹
1.65 Cr"
744 sqft,2,Apartment,Furnished,Amit Nagar Vadodara,"₹
47 Lac"
