Carpet Area,BHK,House Type,Furnishing,Address,Price
1186 sqft,2,Apartment,Unfurnished,"Bhavya residency, Guru Gobindsinhji Marg Vadodara","₹
27.5 Lac"
1025 sqft,3,Villa,Unfurnished,Kelanpur Vadodara,"₹
42 Lac"
900 sqft,3,N/A,Semi-Furnished,New Sama Road Chanakyapuri Society Vadodara,"₹
55 Lac"
1900 sqft,3,Apartment,Furnished,Vasna Bhayli Main Road Vadodara,"₹
93 Lac"
1275 sqft,3,Apartment,Unfurnished,"Dove Deck Milestone Infrastructure, Ajwa Road Vadodara","₹
45 Lac"
1358 sqft,3,Apartment,Unfurnished,Sama Savli Road Vadodara,"₹
88 Lac"
920 sqft,2,Apartment,Furnished,Hari nagar Vadodara,"₹
43 Lac"
900 sqft,2,House,Unfurnished,Hari nagar Vadodara,"₹
40 Lac"
2130 sqft,3,Villa,Unfurnished,Old Padra Road Vadodara,"₹
1.90 Cr"
2000 sqft,5,House,Unfurnished,New VIP Road Baikunth Vadodara,"₹
91 Lac"
650 sqft,2,House,Unfurnished,Vishwamitri Township wing B Vadodara,"₹
42 Lac"
1950 sqft,2,House,Semi-Furnished,Gotri Road Gotri Vadodara,"₹
1.30 Cr"
907 sqft,3,House,Semi-Furnished,"Om Residency, Dabhoi Road Vadodara","₹
85 Lac"
1200 sqft,3,N/A,Semi-Furnished,Sayajipura Vadodara,"₹
40 Lac"
700 sqft,2,Apartment,Furnished,Sama Vadodara,"₹
44 Lac"
1250 sqft,3,Apartment,Unfurnished,"Ambica Kishan Glory, Atladra Vadodara","₹
38.5 Lac"
950 sqft,2,House,Semi-Furnished,Tarsali Road Vadodara,"₹
75 Lac"
500 sqft,4,Villa,Semi-Furnished,New Sama Road Chanakyapuri Society Vadodara,"₹
46 Lac"
3400 sqft,4,N/A,Unfurnished,Atladra Vadodara,"₹
70 Lac"
865 sqft,2,N/A,Unfurnished,Vadsar Vadodara,"₹
16 Lac"
1200 sqft,3,House,Semi-Furnished,Gotri Road Gotri Vadodara,"₹
90 Lac"
650 sqft,1,Apartment,Unfurnished,"Elite Sahjanand, Kalali Vadodara","₹
13.5 Lac"
675 sqft,3,House,Unfurnished,"Ananta Swagatam, Kalali Road Vadodara","₹
61 Lac"
746 sqft,2,Apartment,Semi-Furnished,Meena Heights Vadodara,"₹
38 Lac"
725 sqft,2,Apartment,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
63 Lac"
527 sqft,2,Apartment,Unfurnished,"Sky Harmony, Harni Road Vadodara","₹
29 Lac"
700 sqft,1,Apartment,Furnished,maruti darshan flat tp 13 Vadodara,"₹
21 Lac"
600 sqft,4,Villa,Furnished,"Shree Siddheshwar Hilarious, Harni Vadodara","₹
1.55 Cr"
1350 sqft,3,Apartment,Unfurnished,RV Desai Road Vadodara,"₹
39.5 Lac"
1980 sqft,3,Apartment,Furnished,"Vishranti Greens, Gotri Vadodara","₹
81.5 Lac"
930 sqft,1,House,Unfurnished,Subhanpura Vadodara,"₹
65 Lac"
2250 sqft,2,House,Semi-Furnished,"Krishna Bunglows, Gotri Road Gotri Vadodara","₹
1.21 Cr"
2200 sqft,4,Villa,Unfurnished,Saiyed Vasna Vadodara,"₹
1 Cr"
38 sqm,2,Apartment,Furnished,"Darshanam Oasis, Sayajipura Vadodara","₹
35 Lac"
350 sqft,1,Apartment,Semi-Furnished,"Karelibaug Vadodara, Karelibaug Vadodara","₹
15 Lac"
1540 sqft,3,Apartment,Semi-Furnished,"Velani Heights, Atladra Vadodara","₹
70 Lac"
780 sqft,2,Apartment,Furnished,"Dwarkesh Highview, Tarsali Vadodara","₹
27 Lac"
990 sqft,2,Apartment,Unfurnished,"Darshanam Insignia, Bhayli Vadodara","₹
36 Lac"
1369 sqft,3,Apartment,Furnished,"Narayan Aura, Atladra Vadodara","₹
61 Lac"
2618 sqft,4,Apartment,Semi-Furnished,"Shangri la Luxury Apartments, Gorwa Vadodara","₹
1.84 Cr"
1000 sqft,3,Apartment,Unfurnished,"Viram Phase 1, Samiyala Vadodara","₹
23 Lac"
1075 sqft,3,Apartment,Unfurnished,Gotri Road Gotri Vadodara,"₹
56 Lac"
840 sqft,2,Apartment,Unfurnished,Raopura Vadodara,"₹
30 Lac"
2350 sqft,4,N/A,Unfurnished,"Kanha City, Ajwa Road Vadodara","₹
75 Lac"
800 sqft,2,Apartment,Semi-Furnished,"Karmabhumi Flats, Hari nagar Vadodara","₹
44 Lac"
670 sqft,1,Apartment,Unfurnished,Makar Pura Vadodara,"₹
16 Lac"
950 sqft,3,House,Unfurnished,Amit Nagar Vadodara,"₹
68 Lac"
1600 sqft,4,House,Unfurnished,Akota Vadodara,"₹
1.50 Cr"
750 sqft,2,Apartment,Unfurnished,Sama Savli Road Vadodara,"₹
32.5 Lac"
735 sqft,2,Apartment,Furnished,"Anandvan Residency, Bhayli Vadodara","₹
35 Lac"
1430 sqft,3,N/A,Unfurnished,"Kanha Icon, Dabhoi Road Vadodara","₹
43.5 Lac"
49 sqm,2,Apartment,Unfurnished,"Labh Residency, Manjalpur Vadodara","₹
32 Lac"
760 sqft,3,Apartment,Unfurnished,"Greenfields 4, Bhayli Vadodara","₹
32 Lac"
1300 sqft,3,Apartment,Unfurnished,"Akshar Vatika , Vasna Bhayli Main Road Vadodara","₹
31 Lac"
700 sqft,2,Apartment,Furnished,"Lilleria Apartments, Sama Savli Road Vadodara","₹
36 Lac"
1500 sqft,3,Apartment,Semi-Furnished,"Bhakti Kasper Bliss, Bhayli Vadodara","₹
65 Lac"
1090 sqft,2,Apartment,Unfurnished,"The Imperia, Gotri Road Gotri Vadodara","₹
35 Lac"
425 sqft,1,Apartment,Semi-Furnished,"Gyananand Greens, New Kareli Baug Vadodara","₹
16 Lac"
1200 sqft,4,N/A,Semi-Furnished,Ellora Park Vadodara,"₹
55 Lac"
1250 sqft,2,Apartment,Semi-Furnished,"Shreenath Puram, Nizampura Vadodara","₹
42 Lac"
1424 sqft,3,Apartment,Unfurnished,Gotri Vadodara,"₹
80 Lac"
1114 sqft,3,Apartment,Furnished,"Ratnakar Regency, Gotri Vadodara","₹
48 Lac"
1050 sqft,3,Apartment,Unfurnished,"Takshshila 2, Gotri Vadodara","₹
40 Lac"
1450 sqft,3,N/A,Unfurnished,Bhayli Vadodara,"₹
45 Lac"
844 sqft,3,Apartment,Semi-Furnished,Makar Pura Vadodara,"₹
41 Lac"
1450 sqft,3,Apartment,Semi-Furnished,"The Emerald, Vasna Bhayli Main Road Vadodara","₹
30 Lac"
900 sqft,4,House,Semi-Furnished,Waghodia Road Vadodara,"₹
48 Lac"
1050 sqft,2,Apartment,Unfurnished,Akota Vadodara,"₹
42 Lac"
950 sqft,2,Apartment,Unfurnished,"Dove Deck, Ajwa Road Vadodara","₹
25 Lac"
800 sqft,1,House,Unfurnished,Makarpura Road Vadodara,"₹
40 Lac"
1300 sqft,2,Apartment,Semi-Furnished,"Aangan Tower, Manjalpur Vadodara","₹
56 Lac"
1400 sqft,3,Apartment,Unfurnished,Gotri Vadodara,"₹
40 Lac"
1850 sqft,3,Apartment,Semi-Furnished,"Silverstone Residency, Sun Pharma Road Vadodara","₹
55 Lac"
1000 sqft,3,Apartment,Semi-Furnished,"Anand Kiran, Bhayli Vadodara","₹
60 Lac"
700 sqft,2,Apartment,Unfurnished,"Dove Deck, Ajwa Road Vadodara","₹
24 Lac"
1000 sqft,2,Apartment,Unfurnished,"Dove Deck, Ajwa Road Vadodara","₹
25 Lac"
1200 sqft,2,Apartment,Unfurnished,"Antriksh Next, Vasna Bhayli Main Road Vadodara","₹
35 Lac"
350 sqft,1,Apartment,Unfurnished,"Mahavir Park Society, Waghodia Road Vadodara","₹
7.5 Lac"
1200 sqft,2,Apartment,Unfurnished,"Shreenath Classic, Nizampura Vadodara","₹
39 Lac"
1080 sqft,2,House,Unfurnished,"Rajnagar Heights, Waghodia Road Vadodara","₹
42 Lac"
750 sqft,2,N/A,Furnished,Dandia Bazar Vadodara,"₹
25 Lac"
2350 sqft,4,House,Unfurnished,Subhanpura Vadodara,"₹
95 Lac"
1500 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
60 Lac"
950 sqft,2,Apartment,Semi-Furnished,"Sarva Square, Harni Vadodara","₹
32.5 Lac"
1100 sqft,2,Apartment,Furnished,"Kalp Residency, Gotri Vadodara","₹
46 Lac"
650 sqft,2,Apartment,Unfurnished,"Lilleria Signature, Gotri Vadodara","₹
32.5 Lac"
1420 sqft,3,Apartment,Unfurnished,"Safalya Bliss, Atladra Vadodara","₹
45 Lac"
1050 sqft,2,Apartment,Semi-Furnished,Atladra Vadodara,"₹
25 Lac"
750 sqft,2,Apartment,Semi-Furnished,Ajwa Road Vadodara,"₹
25 Lac"
752 sqft,2,Apartment,Semi-Furnished,Ghanshyam Nagar Society 2 Vadodara,"₹
18 Lac"
1200 sqft,3,House,N/A,Dumad Vadodara,"₹
41 Lac"
1700 sqft,3,House,Semi-Furnished,Bhayli Vadodara Vadodara,"₹
50 Lac"
720 sqft,2,Apartment,Furnished,Karelibaug Vadodara,"₹
30.5 Lac"
680 sqft,2,N/A,Semi-Furnished,Samta Vadodara,"₹
25 Lac"
2590 sqft,3,Apartment,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
85 Lac"
1700 sqft,3,Apartment,Furnished,Atladra Vadodara,"₹
40 Lac"
1700 sqft,3,Apartment,Semi-Furnished,Atladra Vadodara,"₹
38.3 Lac"
1350 sqft,3,Apartment,Unfurnished,Sama Vadodara,"₹
45 Lac"
1250 sqft,2,Apartment,Furnished,"Gotri, Vadodara Vadodara","₹
40 Lac"
1650 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
70 Lac"
1650 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
65 Lac"
1650 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
63 Lac"
1850 sqft,3,N/A,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
85 Lac"
1825 sqft,3,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
77 Lac"
800 sqft,2,Apartment,Semi-Furnished,DELUX CROSS ROAD Vadodara,"₹
25 Lac"
2250 sqft,3,House,Furnished,Navapura Vadodara,"₹
65 Lac"
750 sqft,2,Apartment,Semi-Furnished,Ajwa Road Vadodara,"₹
25 Lac"
60 sqft,2,Apartment,Unfurnished,"Vande Residency, Madhavpura Vadodara","₹
25 Lac"
1600 sqft,3,House,Semi-Furnished,Akota Road Vadodara,"₹
1.35 Cr"
980 sqft,2,Apartment,Semi-Furnished,Gotri Vadodara,"₹
32 Lac"
3000 sqft,4,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
1.10 Cr"
1700 sqft,3,Apartment,Semi-Furnished,Atladra Vadodara,"₹
42 Lac"
1000 sqft,3,House,Furnished,Gorwa Vadodara,"₹
95 Lac"
750 sqft,2,Villa,N/A,Kamla Nagar Vadodara,"₹
47 Lac"
600 sqft,3,Villa,N/A,Ghanshyam Nagar Society 2 Vadodara,"₹
28 Lac"
2000 sqft,3,Apartment,N/A,Bhakti Nagar-Makarpura Vadodara,"₹
59 Lac"
3600 sqft,6,Villa,N/A,Anandvan Society Vadodara,"₹
4.25 Cr"
1000 sqft,2,Apartment,N/A,Anandvan Society Vadodara,"₹
30 Lac"
900 sqft,3,House,N/A,Gayatri Nagar Vadodara,"₹
40 Lac"
800 sqft,2,House,N/A,Krishnadham Society Vadodara,"₹
48 Lac"
1911 sqft,3,House,Furnished,Vasna Bhayli Main Road Vadodara,"₹
1.35 Cr"
1000 sqft,2,Apartment,Furnished,"vraj bhoomi, Vasna Bhayli Main Road Vadodara","₹
50 Lac"
156 sqm,3,House,N/A,Amit Nagar Vadodara,"₹
70 Lac"
1150 sqft,2,Apartment,N/A,Vijay Nagar Vadodara,"₹
26 Lac"
1150 sqft,2,Apartment,N/A,Vijay Nagar Vadodara,"₹
26 Lac"
715 sqft,2,N/A,N/A,Vijay Nagar Vadodara,"₹
30 Lac"
800 sqft,2,Apartment,N/A,Vijay Nagar Vadodara,"₹
18 Lac"
664 sqft,2,Apartment,Unfurnished,Waghodia Road Vadodara,"₹
18.5 Lac"
1300 sqft,2,Apartment,N/A,Suvarnapuri Vadodara,"₹
49 Lac"
1200 sqft,2,Apartment,N/A,Kamla Nagar Vadodara,"₹
23 Lac"
940 sqft,2,Apartment,N/A,Ghanshyam Nagar Society 2 Vadodara,"₹
33 Lac"
1474 sqft,1,House,N/A,Gayatri Nagar Vadodara,"₹
1 Cr"
1650 sqft,1,House,N/A,Gayatri Nagar Vadodara,"₹
41 Lac"
900 sqft,3,House,N/A,Gayatri Nagar Vadodara,"₹
67 Lac"
750 sqft,3,House,N/A,Krishnadham Society Vadodara,"₹
55 Lac"
650 sqft,2,Apartment,Semi-Furnished,Tandalja Vadodara,"₹
30.5 Lac"
800 sqft,2,House,Unfurnished,Vadodara,"₹
22 Lac"
1100 sqft,3,Apartment,Furnished,Tarsali Vadodara,"₹
54 Lac"
981 sqft,2,Apartment,Semi-Furnished,"Vedant Vallabh Residency, Vadsar Vadodara","₹
27 Lac"
700 sqft,2,House,Unfurnished,Kamla Nagar Vadodara,"₹
40 Lac"
750 sqft,3,House,Unfurnished,Krishnadham Society Vadodara,"₹
55 Lac"
800 sqft,2,House,Semi-Furnished,Krishnadham Society Vadodara,"₹
48 Lac"
1200 sqft,2,Apartment,N/A,"Siddhivinayak Plaza, Vasna Bhayli Main Road Vadodara","₹
35 Lac"
1450 sqft,3,Apartment,Semi-Furnished,Vasant Vihar Vadodara,"₹
34 Lac"
1800 sqft,3,Apartment,Furnished,Vasant Vihar Vadodara,"₹
62 Lac"
950 sqft,3,House,Semi-Furnished,Gayatri Nagar Vadodara,"₹
23.1 Lac"
700 sqft,3,Apartment,Unfurnished,"Safalaya Rise, Kalali Vadodara","₹
35 Lac"
2800 sqft,4,House,Furnished,Bhayli Vadodara,"₹
2.65 Cr"
500 sqft,1,N/A,Semi-Furnished,Warasiya Vadodara,"₹
9.5 Lac"
800 sqft,2,N/A,Unfurnished,Gotri Vadodara,"₹
25 Lac"
450 sqft,1,N/A,Furnished,Nehru Chacha Nagar Vadodara,"₹
13.5 Lac"
1500 sqft,3,Villa,Furnished,Maneja Vadodara,"₹
90 Lac"
1000 sqft,2,Apartment,Furnished,Kapurai Village Vadodara,"₹
19.1 Lac"
650 sqft,2,N/A,Furnished,Kapurai Village Vadodara,"₹
12.1 Lac"
800 sqft,2,Apartment,Unfurnished,"Shree Vinayak Flats, Baranpura Vadodara","₹
35 Lac"
1150 sqft,3,House,Semi-Furnished,Waghodia Vadodara,"₹
40 Lac"
851 sqft,2,Apartment,Semi-Furnished,Bhakti Bhavan Society Vadodara,"₹
23.5 Lac"
600 sqft,3,Villa,Unfurnished,Ghanshyam Nagar Society 2 Vadodara,"₹
23.5 Lac"
900 sqft,1,House,Semi-Furnished,Gayatri Nagar Vadodara,"₹
42.4 Lac"
750 sqft,2,House,Semi-Furnished,Gayatri Nagar Vadodara,"₹
19.3 Lac"
1800 sqft,3,House,Semi-Furnished,Koyali Vadodara,"₹
65 Lac"
800 sqft,2,Apartment,Furnished,New Sama Road Vadodara,"₹
50 Lac"
1100 sqft,2,N/A,Semi-Furnished,Sama Savli Road Vadodara,"₹
35 Lac"
1000 sqft,2,Apartment,Furnished,Sevasi Vadodara,"₹
40 Lac"
1540 sqft,3,Apartment,Furnished,Vasna Road Vadodara,"₹
99 Lac"
3150 sqft,4,Apartment,N/A,RC Dutt Road Vadodara,"₹
1.75 Cr"
2000 sqft,6,Villa,N/A,RC Dutt Road Vadodara,"₹
1.50 Cr"
2350 sqft,5,House,N/A,Amit Nagar Vadodara,"₹
1.20 Cr"
900 sqft,2,N/A,N/A,Amit Nagar Vadodara,"₹
36 Lac"
900 sqft,1,House,Unfurnished,Sama Vadodara,"₹
35 Lac"
1500 sqft,3,House,N/A,Sangma Vadodara,"₹
40 Lac"
2000 sqft,3,Apartment,N/A,Vadiwadi Vadodara,"₹
1.25 Cr"
950 sqft,2,House,N/A,Bajwa Vadodara,"₹
60 Lac"
400 sqft,1,Apartment,N/A,Dumad Vadodara,"₹
14 Lac"
1190 sqft,2,Apartment,Unfurnished,Vasna Road Vadodara,"₹
35 Lac"
1000 sqft,3,House,Unfurnished,Saiyed Vasna Vadodara,"₹
75 Lac"
580 sqft,1,N/A,Semi-Furnished,Gorwa Vadodara,"₹
19.5 Lac"
1250 sqft,1,House,Semi-Furnished,Moti Nagar Vadodara,"₹
55 Lac"
450 sqft,1,Apartment,Unfurnished,Moti Nagar Vadodara,"₹
16.5 Lac"
1900 sqft,4,Villa,Furnished,Moti Nagar Vadodara,"₹
95 Lac"
900 sqft,2,N/A,Semi-Furnished,Moti Nagar Vadodara,"₹
45 Lac"
1400 sqft,4,Apartment,Unfurnished,Gorwa Road Vadodara,"₹
47 Lac"
1750 sqft,2,House,Semi-Furnished,Gotri Vadodara,"₹
1.25 Cr"
1500 sqft,3,House,Semi-Furnished,"Samrajya I, Akota Road Vadodara","₹
1.35 Cr"
3500 sqft,5,Villa,Unfurnished,Mahapura Vadodara,"₹
1.60 Cr"
1115 sqft,2,N/A,Semi-Furnished,Phulwadi Vadodara,"₹
38 Lac"
143 sqm,3,House,Semi-Furnished,Phulwadi Vadodara,"₹
61 Lac"
861 sqft,2,House,Semi-Furnished,Phulwadi Vadodara,"₹
32.8 Lac"
970 sqft,3,Apartment,Semi-Furnished,Sama Vadodara,"₹
43 Lac"
3150 sqft,4,Apartment,Unfurnished,RC Dutt Road Vadodara,"₹
1.75 Cr"
2000 sqft,6,Villa,Unfurnished,RC Dutt Road Vadodara,"₹
1.50 Cr"
1100 sqft,1,House,Furnished,Khodiyar Nagar Vadodara,"₹
75 Lac"
950 sqft,3,House,Semi-Furnished,Manjalpur Vadodara,"₹
35 Lac"
2400 sqft,3,House,Semi-Furnished,Padra Road Vadodara,"₹
72 Lac"
950 sqft,1,House,Unfurnished,Ajod Vadodara,"₹
25 Lac"
3000 sqft,8,House,Semi-Furnished,Warasiya Vadodara,"₹
75 Lac"
1000 sqft,3,House,Semi-Furnished,Manjalpur Vadodara,"₹
1 Cr"
1350 sqft,2,Apartment,Semi-Furnished,Ajwa Road Vadodara,"₹
35 Lac"
1800 sqft,2,N/A,Furnished,Akota Vadodara,"₹
2 Cr"
1000 sqft,2,N/A,Furnished,Vemali Vadodara,"₹
27 Lac"
1450 sqft,3,N/A,Semi-Furnished,Subhanpura Vadodara,"₹
52 Lac"
3511 sqft,4,Apartment,Unfurnished,Vadodara,"₹
1.50 Cr"
1100 sqft,3,House,Unfurnished,Bill Roda Atladara Vadodara,"₹
70 Lac"
3000 sqft,4,House,Unfurnished,Akota Vadodara,"₹
4 Cr"
2200 sqft,4,Villa,Furnished,Akota Vadodara,"₹
3.80 Cr"
1200 sqft,2,Apartment,Semi-Furnished,Vemali Vadodara,"₹
30 Lac"
1100 sqft,2,Apartment,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
30 Lac"
825 sqft,3,Apartment,Furnished,"Param Orbit, Atladra Vadodara","₹
35 Lac"
1125 sqft,2,Apartment,Furnished,"Shreenath Puram, Nizampura Vadodara","₹
42 Lac"
750 sqft,2,Apartment,Unfurnished,"The Rise One, Bhayli Vadodara","₹
27 Lac"
900 sqft,2,Apartment,Furnished,"Earth Icon, New VIP Road Baikunth Vadodara","₹
37 Lac"
850 sqft,3,N/A,Furnished,Bhayli Vadodara,"₹
36 Lac"
758 sqft,2,Apartment,Semi-Furnished,"Gangotri Apartment, Gotri Vadodara","₹
25 Lac"
1270 sqft,2,Apartment,Unfurnished,Karelibaug Vadodara,"₹
35 Lac"
800 sqft,2,Apartment,Unfurnished,Gotri Vadodara,"₹
20 Lac"
1190 sqft,2,House,Semi-Furnished,Sun Pharma Road Vadodara,"₹
32 Lac"
780 sqft,3,Apartment,Unfurnished,Tarsali Vadodara,"₹
32 Lac"
1500 sqft,3,Apartment,Furnished,Vasna Bhayli Main Road Vadodara,"₹
35 Lac"
1000 sqft,2,Apartment,Semi-Furnished,"Miraj Tower Residency, Akota Vadodara","₹
35 Lac"
722 sqft,2,House,Semi-Furnished,Tulsi vatika Society Vadodara,"₹
30 Lac"
1500 sqft,4,Villa,Furnished,Vasna Road Vadodara,"₹
90 Lac"
985 sqft,2,Apartment,N/A,"Anjani Homes, Makar Pura Vadodara","₹
33 Lac"
900 sqft,2,Apartment,Unfurnished,"Ria Diya Grand City, Vadsar Vadodara","₹
30 Lac"
393 sqft,1,Apartment,Unfurnished,"Sneh Sai Avenue, Koyali Vadodara","₹
19 Lac"
1125 sqft,3,House,Semi-Furnished,rock buanglows Vadodara,"₹
70 Lac"
900 sqft,2,House,Semi-Furnished,vaishnavi duplex manjalpur Vadodara,"₹
85 Lac"
1000 sqft,2,Apartment,Semi-Furnished,Waghodia Road Vadodara,"₹
45 Lac"
500 sqft,1,Apartment,Unfurnished,Raopura Vadodara,"₹
12 Lac"
6200 sqft,4,Villa,Unfurnished,tagore nagar old padra road Vadodara,"₹
3.50 Cr"
800 sqft,2,N/A,Semi-Furnished,Bhayli Vadodara,"₹
37 Lac"
800 sqft,1,House,Unfurnished,Manjalpur Vadodara,"₹
75 Lac"
800 sqft,1,N/A,Unfurnished,Pratapnagar Vadodara,"₹
16 Lac"
1320 sqft,3,Apartment,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
65 Lac"
580 sqft,1,Apartment,Unfurnished,Warasiya Vadodara,"₹
35 Lac"
1250 sqft,2,N/A,Semi-Furnished,Karelibaug Vadodara,"₹
26.5 Lac"
600 sqft,2,Villa,Furnished,Umeta Vadodara,"₹
2.20 Cr"
2000 sqft,4,N/A,Unfurnished,Ajwa Road Vadodara,"₹
70 Lac"
1040 sqft,2,Apartment,Furnished,"Arunachal Rd, Subhanpura, Vadodara Vadodara","₹
35 Lac"
2500 sqft,3,N/A,Semi-Furnished,Fatehgunj Vadodara,"₹
1.30 Cr"
900 sqft,2,N/A,Unfurnished,Khodiyar Nagar Vadodara,"₹
25 Lac"
1150 sqft,2,N/A,Furnished,Fatehgunj Vadodara,"₹
46 Lac"
1980 sqft,5,Villa,Unfurnished,Kalali Vadodara,"₹
90 Lac"
1870 sqft,3,House,Semi-Furnished,Akota Vadodara,"₹
1.25 Cr"
2100 sqft,3,N/A,Semi-Furnished,Bhayli Vadodara,"₹
50 Lac"
1570 sqft,3,Apartment,Unfurnished,Vadodara,"₹
61 Lac"
1600 sqft,3,Villa,Unfurnished,Waghodia Road Vadodara,"₹
1 Cr"
1430 sqft,3,Apartment,Furnished,"Earth Artica, Ashwamegh Nagar Vadodara","₹
60 Lac"
1200 sqft,3,N/A,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
50 Lac"
850 sqft,2,N/A,Semi-Furnished,Gotri Vadodara,"₹
28 Lac"
1280 sqft,2,Apartment,Semi-Furnished,"Alembic Veda, Chhani Vadodara","₹
54 Lac"
1250 sqft,2,Apartment,Semi-Furnished,"Tulsi Regency, Gorwa Road Vadodara","₹
34 Lac"
1125 sqft,2,Apartment,Semi-Furnished,"Meet Retreat, Koyali Vadodara","₹
20.5 Lac"
760 sqft,2,Apartment,Unfurnished,Tandalja Vadodara,"₹
33 Lac"
1900 sqft,4,Apartment,Furnished,Atladra Vadodara,"₹
1.15 Cr"
650 sqft,2,Apartment,Semi-Furnished,ONGC Colony Vadodara,"₹
20.5 Lac"
1900 sqft,4,House,Unfurnished,Atladra Vadodara,"₹
75 Lac"
600 sqft,2,Apartment,Unfurnished,"Prasit, Vasna Road Vadodara","₹
38 Lac"
630 sqft,1,Apartment,Unfurnished,Yakutpura Vadodara,"₹
20 Lac"
49 sqyrd,2,Apartment,Unfurnished,"Gajanand Palm Paradise, Harni Vadodara","₹
41 Lac"
450 sqft,2,Apartment,Furnished,"Waghodia Road, Vadodara Vadodara","₹
20 Lac"
400 sqft,1,Apartment,Unfurnished,"Rudraksh Elegance, Waghodia Road Vadodara","₹
23 Lac"
1500 sqft,3,House,Furnished,Padra Vadodara,"₹
55 Lac"
1000 sqft,3,House,Semi-Furnished,Subhanpura Vadodara,"₹
70 Lac"
600 sqft,1,N/A,Semi-Furnished,Warasiya Vadodara,"₹
15 Lac"
650 sqft,1,N/A,Unfurnished,Tarsali Vadodara,"₹
16 Lac"
1000 sqft,2,Apartment,Furnished,Sangam Char Rasta Vadodara,"₹
38 Lac"
1250 sqft,3,Villa,Unfurnished,Tarsali Vadodara,"₹
42 Lac"
300 sqft,2,House,Unfurnished,chitarawad Vadodara,"₹
20 Lac"
1200 sqft,3,House,Semi-Furnished,Waghodia Road Vadodara,"₹
58 Lac"
475 sqft,1,Apartment,Unfurnished,"Keshav Kunj, Sayajipura Vadodara","₹
23 Lac"
700 sqft,2,Apartment,Semi-Furnished,"Anandvan complex Subhanpura, Subhanpura Vadodara","₹
25 Lac"
1100 sqft,3,House,Semi-Furnished,Mujmahuda Vadodara,"₹
85 Lac"
1100 sqft,4,House,Semi-Furnished,Muj Mahuda Vadodara,"₹
70 Lac"
1650 sqft,3,Villa,Furnished,New Sama Road Vadodara,"₹
1.40 Cr"
1600 sqft,2,N/A,Furnished,Waghodia Vadodara,"₹
28 Lac"
1250 sqft,3,Apartment,Semi-Furnished,Soma Talav Vadodara,"₹
43 Lac"
750 sqft,2,House,Furnished,"Dream Residency, Maneja Vadodara","₹
61 Lac"
1425 sqft,3,Apartment,N/A,Vasna Bhayli Main Road Vadodara,"₹
50 Lac"
700 sqft,2,Apartment,Unfurnished,Gayatri Mandir Vadodara,"₹
20 Lac"
750 sqft,2,Apartment,Semi-Furnished,"Aarya Exotica Bil, Bill Vadodara","₹
22.5 Lac"
640 sqft,1,Apartment,Semi-Furnished,Tandalja Vadodara,"₹
14.5 Lac"
1243 sqft,3,Apartment,Unfurnished,"Fortune Palladium, Manjalpur Vadodara","₹
92 Lac"
1650 sqft,3,Apartment,Furnished,Alkapuri Vadodara,"₹
80 Lac"
700 sqft,2,Apartment,Unfurnished,Vishwamitri Railway Vadodara,"₹
17 Lac"
680 sqft,2,Villa,Unfurnished,Laxmipura Road Vadodara,"₹
55 Lac"
760 sqft,2,Apartment,Furnished,"Uma Reality Silver Sky, Harni Road Vadodara","₹
53 Lac"
1400 sqft,3,Apartment,Furnished,"Nautilus, Vasna Road Vadodara","₹
1.01 Cr"
1410 sqft,3,Apartment,Furnished,"Prarthana Vihar, Sevasi Vadodara","₹
98 Lac"
1420 sqft,3,Apartment,Semi-Furnished,Kalali Vadodara,"₹
36 Lac"
890 sqft,3,Villa,Unfurnished,"PARKSHIRE VILLAS, Dabhoi Road Vadodara","₹
59.2 Lac"
900 sqft,2,Apartment,Unfurnished,Vasna Road Vadodara,"₹
60 Lac"
58 sqm,1,Apartment,Semi-Furnished,"Labh Residency, Atladra Vadodara","₹
18 Lac"
1100 sqft,2,Apartment,Unfurnished,"Mayfair Sunrise, Atladra Vadodara","₹
28 Lac"
1671 sqft,4,House,Furnished,Manjalpur Vadodara,"₹
1.70 Cr"
473 sqft,1,Apartment,Unfurnished,Waghodia Road Vadodara,"₹
15.5 Lac"
780 sqft,2,Apartment,Furnished,nrar Priya cinema Vadodara,"₹
35 Lac"
950 sqft,3,House,N/A,Gorwa Vadodara,"₹
69 Lac"
1300 sqft,3,Apartment,Semi-Furnished,Race Course circle Vadodara,"₹
85 Lac"
569 sqft,2,Apartment,Semi-Furnished,"Shyam Complex, Warasiya Vadodara","₹
20 Lac"
1200 sqft,3,Apartment,Furnished,"SP Shree Siddheshwar Paradise, Harni Road Vadodara","₹
90 Lac"
